ensembl_gene_id	external_gene_name	gene_biotype	description
ENSRNOG00000053070	AABR07053749.2	protein_coding	
ENSRNOG00000053099	Wfdc15a	protein_coding	WAP four-disulfide core domain 15A [Source:RGD Symbol;Acc:1303026]
ENSRNOG00000053114	Defb26	protein_coding	defensin beta 26 [Source:RGD Symbol;Acc:1564413]
ENSRNOG00000053122	Scn1a	protein_coding	sodium voltage-gated channel alpha subunit 1 [Source:RGD Symbol;Acc:69364]
ENSRNOG00000053144	AABR07052559.1	protein_coding	
ENSRNOG00000053178	Dyrk4	protein_coding	dual specificity tyrosine phosphorylation regulated kinase 4 [Source:RGD Symbol;Acc:1306800]
ENSRNOG00000053188	AABR07051565.1	protein_coding	
ENSRNOG00000053201	Gpcpd1	protein_coding	glycerophosphocholine phosphodiesterase 1 [Source:RGD Symbol;Acc:735140]
ENSRNOG00000053203	Mical3	protein_coding	microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:RGD Symbol;Acc:1359504]
ENSRNOG00000053213	Tas2r143	protein_coding	taste receptor, type 2, member 143 [Source:RGD Symbol;Acc:1566290]
ENSRNOG00000053240	Soga1	protein_coding	suppressor of glucose, autophagy associated 1 [Source:RGD Symbol;Acc:1563627]
ENSRNOG00000053270	AABR07053741.1	protein_coding	FAST kinase domains 5 [Source:RGD Symbol;Acc:1563839]
ENSRNOG00000053332	Cdh26	protein_coding	cadherin 26 [Source:RGD Symbol;Acc:1311632]
ENSRNOG00000053337	Ly49s6	protein_coding	Ly49 stimulatory receptor 6 [Source:RGD Symbol;Acc:1549735]
ENSRNOG00000053362	Gabarapl1	protein_coding	GABA type A receptor associated protein like 1 [Source:RGD Symbol;Acc:1596143]
ENSRNOG00000053384	Bmp7	protein_coding	bone morphogenetic protein 7 [Source:RGD Symbol;Acc:620743]
ENSRNOG00000053430	Slco4a1	protein_coding	solute carrier organic anion transporter family, member 4a1 [Source:RGD Symbol;Acc:620228]
ENSRNOG00000053449	Cracr2a	protein_coding	calcium release activated channel regulator 2A [Source:RGD Symbol;Acc:1563719]
ENSRNOG00000053607	Fam217b	protein_coding	family with sequence similarity 217, member B [Source:RGD Symbol;Acc:1311952]
ENSRNOG00000053638	Clec12b	protein_coding	C-type lectin domain family 12, member B [Source:RGD Symbol;Acc:1560487]
ENSRNOG00000053656		protein_coding	similar to killer cell lectin-like receptor, subfamily A, member 17 [Source:RGD Symbol;Acc:1585190]
ENSRNOG00000053661	Klra17	protein_coding	similar to immunoreceptor Ly49si1 [Source:RGD Symbol;Acc:1584856]
ENSRNOG00000053662	Fgf6	protein_coding	fibroblast growth factor 6 [Source:RGD Symbol;Acc:620130]
ENSRNOG00000053691	Lama5	protein_coding	laminin subunit alpha 5 [Source:RGD Symbol;Acc:621023]
ENSRNOG00000053696	AC135294.1	protein_coding	
ENSRNOG00000053700	Spx	protein_coding	spexin hormone [Source:RGD Symbol;Acc:1587448]
ENSRNOG00000053729	Tesk1	protein_coding	testis associated actin remodelling kinase 1 [Source:RGD Symbol;Acc:62059]
ENSRNOG00000053772	Klra22	protein_coding	killer cell lectin-like receptor subfamily A, member 22 [Source:RGD Symbol;Acc:3023]
ENSRNOG00000053787	Mdfic	protein_coding	MyoD family inhibitor domain containing [Source:RGD Symbol;Acc:1309532]
ENSRNOG00000053804	Prmt8	protein_coding	protein arginine methyltransferase 8 [Source:RGD Symbol;Acc:1587677]
ENSRNOG00000053815	Olr741	protein_coding	olfactory receptor 741 [Source:RGD Symbol;Acc:1333754]
ENSRNOG00000053869	Ppp1r3d	protein_coding	protein phosphatase 1, regulatory subunit 3D [Source:RGD Symbol;Acc:1586306]
ENSRNOG00000053942	Pramef20	protein_coding	PRAME family member 20 [Source:RGD Symbol;Acc:1587437]
ENSRNOG00000053991	P3h1	protein_coding	prolyl 3-hydroxylase 1 [Source:RGD Symbol;Acc:628823]
ENSRNOG00000054086	Sp5	protein_coding	Sp5 transcription factor [Source:RGD Symbol;Acc:1308499]
ENSRNOG00000054142	Slc30a2	protein_coding	solute carrier family 30 member 2 [Source:RGD Symbol;Acc:3707]
ENSRNOG00000054155	AC120594.1	protein_coding	steroid receptor associated and regulated protein [Source:RGD Symbol;Acc:1566083]
ENSRNOG00000054176	Mogs	protein_coding	mannosyl-oligosaccharide glucosidase [Source:RGD Symbol;Acc:9236907]
ENSRNOG00000054212	Pde1a	protein_coding	phosphodiesterase 1A [Source:RGD Symbol;Acc:68329]
ENSRNOG00000054217	Runx3	protein_coding	RUNX family transcription factor 3 [Source:RGD Symbol;Acc:620082]
ENSRNOG00000054245	Olr735	protein_coding	olfactory receptor 735 [Source:RGD Symbol;Acc:1332801]
ENSRNOG00000054251	Clec7a	protein_coding	C-type lectin domain containing 7A [Source:RGD Symbol;Acc:1565140]
ENSRNOG00000054314	Kcng1	protein_coding	potassium voltage-gated channel modifier subfamily G member 1 [Source:RGD Symbol;Acc:631416]
ENSRNOG00000054360	Tspan11	protein_coding	tetraspanin 11 [Source:RGD Symbol;Acc:1305424]
ENSRNOG00000054405	AC115322.1	protein_coding	
ENSRNOG00000054428	AABR07060971.1	protein_coding	
ENSRNOG00000054497	Taf4	protein_coding	TATA-box binding protein associated factor 4 [Source:RGD Symbol;Acc:1588072]
ENSRNOG00000054505	Olr803	protein_coding	olfactory receptor 803 [Source:RGD Symbol;Acc:1333811]
ENSRNOG00000054508	Foxp2	protein_coding	forkhead box P2 [Source:RGD Symbol;Acc:1559697]
ENSRNOG00000054514	Mkln1	protein_coding	muskelin 1 [Source:RGD Symbol;Acc:620076]
ENSRNOG00000054557	Lsm14b	protein_coding	LSM family member 14B [Source:RGD Symbol;Acc:1563798]
ENSRNOG00000054560	Sh2d3c	protein_coding	SH2 domain containing 3C [Source:RGD Symbol;Acc:1307287]
ENSRNOG00000054563	Selenoh	protein_coding	selenoprotein H [Source:RGD Symbol;Acc:1563348]
ENSRNOG00000054626	Rps8	protein_coding	ribosomal protein S8 [Source:RGD Symbol;Acc:61910]
ENSRNOG00000054695	Calcrl	protein_coding	calcitonin receptor like receptor [Source:RGD Symbol;Acc:2255]
ENSRNOG00000054725	Gtf3c4	protein_coding	general transcription factor IIIC subunit 4 [Source:RGD Symbol;Acc:1592609]
ENSRNOG00000054734	Gm30191	protein_coding	uncharacterized LOC108351043 [Source:RGD Symbol;Acc:11378091]
ENSRNOG00000054860	Clec12a	protein_coding	C-type lectin domain family 12, member A [Source:RGD Symbol;Acc:1592991]
ENSRNOG00000054901	Rif1	protein_coding	replication timing regulatory factor 1 [Source:RGD Symbol;Acc:1562474]
ENSRNOG00000055036	RGD1311164	protein_coding	similar to DNA segment, Chr 6, Wayne State University 163, expressed [Source:RGD Symbol;Acc:1311164]
ENSRNOG00000055061	AABR07050391.1	protein_coding	zinc finger protein 53-like [Source:RGD Symbol;Acc:2319680]
ENSRNOG00000055078	Cyp4b1	protein_coding	cytochrome P450, family 4, subfamily b, polypeptide 1 [Source:RGD Symbol;Acc:2480]
ENSRNOG00000055089	Slc44a1	protein_coding	solute carrier family 44 member 1 [Source:RGD Symbol;Acc:621426]
ENSRNOG00000055103	Cftr	protein_coding	CF transmembrane conductance regulator [Source:RGD Symbol;Acc:2332]
ENSRNOG00000055182	AC135822.2	protein_coding	similar to 60S ribosomal protein L38 [Source:RGD Symbol;Acc:1594668]
ENSRNOG00000055188	Tlx2	protein_coding	T-cell leukemia homeobox 2 [Source:RGD Symbol;Acc:1595506]
ENSRNOG00000055196	Klrc1	protein_coding	killer cell lectin like receptor C1 [Source:RGD Symbol;Acc:2976]
ENSRNOG00000055226	Dab2ip	protein_coding	DAB2 interacting protein [Source:RGD Symbol;Acc:621686]
ENSRNOG00000055300	Ncapd2	protein_coding	non-SMC condensin I complex, subunit D2 [Source:RGD Symbol;Acc:1562596]
ENSRNOG00000055340	Ski	protein_coding	SKI proto-oncogene [Source:RGD Symbol;Acc:1565591]
ENSRNOG00000055344	Trnau1ap	protein_coding	tRNA selenocysteine 1 associated protein 1 [Source:RGD Symbol;Acc:619995]
ENSRNOG00000055365	Edem1	protein_coding	ER degradation enhancing alpha-mannosidase like protein 1 [Source:RGD Symbol;Acc:1563633]
ENSRNOG00000055374	Olr453	protein_coding	olfactory receptor 453 [Source:RGD Symbol;Acc:1333910]
ENSRNOG00000055449		protein_coding	
ENSRNOG00000055481	Ankrd7	protein_coding	ankyrin repeat domain 7 [Source:RGD Symbol;Acc:1564660]
ENSRNOG00000055484	AABR07033465.1	protein_coding	H/ACA ribonucleoprotein complex subunit 3 pseudogene [Source:RGD Symbol;Acc:11418915]
ENSRNOG00000055534	Slpil2	protein_coding	antileukoproteinase-like 2 [Source:RGD Symbol;Acc:1303102]
ENSRNOG00000055564	RGD1564664	protein_coding	similar to LOC387763 protein [Source:RGD Symbol;Acc:1564664]
ENSRNOG00000055567	Fmnl2	protein_coding	formin-like 2 [Source:RGD Symbol;Acc:1560248]
ENSRNOG00000055769	AABR07054286.1	protein_coding	
ENSRNOG00000055779	Tdrd7	protein_coding	tudor domain containing 7 [Source:RGD Symbol;Acc:619724]
ENSRNOG00000055829	AABR07053830.1	protein_coding	
ENSRNOG00000055860	Arl8b	protein_coding	ADP-ribosylation factor like GTPase 8B [Source:RGD Symbol;Acc:1562830]
ENSRNOG00000055915	Ago1	protein_coding	argonaute RISC component 1 [Source:RGD Symbol;Acc:1304619]
ENSRNOG00000055933	Kdf1	protein_coding	keratinocyte differentiation factor 1 [Source:RGD Symbol;Acc:1303271]
ENSRNOG00000055936	Trnp1	protein_coding	TMF1-regulated nuclear protein 1 [Source:RGD Symbol;Acc:1582917]
ENSRNOG00000055950	Vom1r100	protein_coding	vomeronasal 1 receptor 100 [Source:RGD Symbol;Acc:1549727]
ENSRNOG00000055966	AABR07062138.2	protein_coding	similar to osteoclast inhibitory lectin [Source:RGD Symbol;Acc:1587580]
ENSRNOG00000055984	Adrm1	protein_coding	adhesion regulating molecule 1 [Source:RGD Symbol;Acc:69248]
ENSRNOG00000055994	AABR07029741.3	protein_coding	
ENSRNOG00000056007	AABR07049228.1	protein_coding	similar to CPN10-like protein [Source:RGD Symbol;Acc:1561150]
ENSRNOG00000056009	Rab11fip5	protein_coding	RAB11 family interacting protein 5 [Source:RGD Symbol;Acc:1592069]
ENSRNOG00000056041	AABR07062570.1	protein_coding	importin 8 [Source:RGD Symbol;Acc:1593688]
ENSRNOG00000056052	AABR07060980.1	protein_coding	
ENSRNOG00000056063	AC127963.2	protein_coding	aldo-keto reductase family 1, member B1 (aldose reductase), pseudogene 3 [Source:RGD Symbol;Acc:1589983]
ENSRNOG00000056087	Erich2	protein_coding	glutamate-rich 2 [Source:RGD Symbol;Acc:1563852]
ENSRNOG00000056110	Olr500	protein_coding	olfactory receptor 500 [Source:RGD Symbol;Acc:1334278]
ENSRNOG00000056153	Tent5b	protein_coding	terminal nucleotidyltransferase 5B [Source:RGD Symbol;Acc:1308967]
ENSRNOG00000056156	Maco1	protein_coding	macoilin 1 [Source:RGD Symbol;Acc:1561685]
ENSRNOG00000056184	Lrp2	protein_coding	LDL receptor related protein 2 [Source:RGD Symbol;Acc:68407]
ENSRNOG00000056207	Capza2	protein_coding	capping actin protein of muscle Z-line subunit alpha 2 [Source:RGD Symbol;Acc:1549770]
ENSRNOG00000056219	Olr1	protein_coding	oxidized low density lipoprotein receptor 1 [Source:RGD Symbol;Acc:620515]
ENSRNOG00000056243	ST7	protein_coding	suppression of tumorigenicity 7 [Source:RGD Symbol;Acc:1303148]
ENSRNOG00000056255	Olr454	protein_coding	olfactory receptor 454 [Source:RGD Symbol;Acc:1333692]
ENSRNOG00000056358	Ccdc27	protein_coding	coiled-coil domain containing 27 [Source:RGD Symbol;Acc:1587099]
ENSRNOG00000056374	AC097784.1	protein_coding	similar to Zinc finger protein 180 (HHZ168) [Source:RGD Symbol;Acc:1586231]
ENSRNOG00000056462	Tmf1	protein_coding	TATA element modulatory factor 1 [Source:RGD Symbol;Acc:620551]
ENSRNOG00000056471	AABR07051251.1	protein_coding	uncharacterized LOC102552073 [Source:RGD Symbol;Acc:7725305]
ENSRNOG00000056526	AABR07054262.1	protein_coding	
ENSRNOG00000056532	AC126292.3	protein_coding	similar to ribosomal protein S26 [Source:RGD Symbol;Acc:1582959]
ENSRNOG00000056550	Epb41l4b	protein_coding	erythrocyte membrane protein band 4.1 like 4B [Source:RGD Symbol;Acc:1562988]
ENSRNOG00000056688	Acnat1	protein_coding	acyl-coenzyme A amino acid N-acyltransferase 1 [Source:RGD Symbol;Acc:1584701]
ENSRNOG00000056783	Cd69	protein_coding	Cd69 molecule [Source:RGD Symbol;Acc:61318]
ENSRNOG00000056819	Susd1	protein_coding	sushi domain containing 1 [Source:RGD Symbol;Acc:1306966]
ENSRNOG00000056836	Cav1	protein_coding	caveolin 1 [Source:RGD Symbol;Acc:2280]
ENSRNOG00000056853	Psma7	protein_coding	proteasome 20S subunit alpha 7 [Source:RGD Symbol;Acc:61851]
ENSRNOG00000056962	Nat8b	protein_coding	N-acetyltransferase 8B [Source:RGD Symbol;Acc:621605]
ENSRNOG00000056984	Baz2b	protein_coding	bromodomain adjacent to zinc finger domain, 2B [Source:RGD Symbol;Acc:1309801]
ENSRNOG00000057044	Garnl3	protein_coding	GTPase activating Rap/RanGAP domain-like 3 [Source:RGD Symbol;Acc:1564019]
ENSRNOG00000057061	Hoxa13	protein_coding	homeo box A13 [Source:RGD Symbol;Acc:1562483]
ENSRNOG00000057096	Gnai1	protein_coding	G protein subunit alpha i1 [Source:RGD Symbol;Acc:2713]
ENSRNOG00000057149	AABR07053509.1	protein_coding	
ENSRNOG00000057158	AABR07060694.1	protein_coding	
ENSRNOG00000057245	Rbbp8nl	protein_coding	RBBP8 N-terminal like [Source:RGD Symbol;Acc:1596090]
ENSRNOG00000057254	RGD1564770	protein_coding	similar to CD69 antigen (p60, early T-cell activation antigen) [Source:RGD Symbol;Acc:1564770]
ENSRNOG00000057284	Cenpb	protein_coding	centromere protein B [Source:RGD Symbol;Acc:1304794]
ENSRNOG00000057290	Tmem168	protein_coding	transmembrane protein 168 [Source:RGD Symbol;Acc:1307778]
ENSRNOG00000057335	Clec1b	protein_coding	C-type lectin domain family 1, member B [Source:RGD Symbol;Acc:1563517]
ENSRNOG00000057347	Cebpb	protein_coding	CCAAT/enhancer binding protein beta [Source:RGD Symbol;Acc:2327]
ENSRNOG00000057387		protein_coding	
ENSRNOG00000057410	Klrb1	protein_coding	killer cell lectin like receptor B1 [Source:RGD Symbol;Acc:1587563]
ENSRNOG00000057458	Oip5	protein_coding	Opa interacting protein 5 [Source:RGD Symbol;Acc:1564263]
ENSRNOG00000057545	AC114363.1	protein_coding	
ENSRNOG00000057554	Stk31	protein_coding	serine threonine kinase 31 [Source:RGD Symbol;Acc:1564384]
ENSRNOG00000057556	Pdzrn3	protein_coding	PDZ domain containing RING finger 3 [Source:RGD Symbol;Acc:1305250]
ENSRNOG00000057589	Rnf11l1	protein_coding	ring finger protein 11-like 1 [Source:RGD Symbol;Acc:2321596]
ENSRNOG00000057616	Ptch2	protein_coding	patched 2 [Source:RGD Symbol;Acc:1309039]
ENSRNOG00000057626	Pgd	protein_coding	kinesin family member 1B [Source:RGD Symbol;Acc:621520]
ENSRNOG00000057643	Klri2	protein_coding	killer cell lectin-like receptor family I member 2 [Source:RGD Symbol;Acc:1359205]
ENSRNOG00000057713	Cav2	protein_coding	caveolin 2 [Source:RGD Symbol;Acc:620348]
ENSRNOG00000057729	Strip2	protein_coding	striatin interacting protein 2 [Source:RGD Symbol;Acc:1588437]
ENSRNOG00000057740	Ccdc148	protein_coding	coiled-coil domain containing 148 [Source:RGD Symbol;Acc:1561169]
ENSRNOG00000057756	Osbpl2	protein_coding	oxysterol binding protein-like 2 [Source:RGD Symbol;Acc:1311312]
ENSRNOG00000057760	Stil	protein_coding	STIL, centriolar assembly protein [Source:RGD Symbol;Acc:1304972]
ENSRNOG00000057806	Trpm7	protein_coding	transient receptor potential cation channel, subfamily M, member 7 [Source:RGD Symbol;Acc:620053]
ENSRNOG00000057817	Epb41l1	protein_coding	erythrocyte membrane protein band 4.1-like 1 [Source:RGD Symbol;Acc:71087]
ENSRNOG00000057924	Olr437	protein_coding	olfactory receptor 437 [Source:RGD Symbol;Acc:1587195]
ENSRNOG00000057945	Fancg	protein_coding	FA complementation group G [Source:RGD Symbol;Acc:1587477]
ENSRNOG00000057957	Crybg2	protein_coding	crystallin beta-gamma domain containing 2 [Source:RGD Symbol;Acc:1308621]
ENSRNOG00000057996	Phactr3	protein_coding	phosphatase and actin regulator 3 [Source:RGD Symbol;Acc:1303029]
ENSRNOG00000058136	Vom1r90	protein_coding	vomeronasal 1 receptor 90 [Source:RGD Symbol;Acc:708509]
ENSRNOG00000058143	Olr594	protein_coding	olfactory receptor 594 [Source:RGD Symbol;Acc:1333019]
ENSRNOG00000058156	Zdhhc18	protein_coding	zinc finger DHHC-type palmitoyltransferase 18 [Source:RGD Symbol;Acc:1309334]
ENSRNOG00000058157	Ldlrad3	protein_coding	low density lipoprotein receptor class A domain containing 3 [Source:RGD Symbol;Acc:1307846]
ENSRNOG00000058186	Errfi1	protein_coding	ERBB receptor feedback inhibitor 1 [Source:RGD Symbol;Acc:1307599]
ENSRNOG00000058329	Prrx2	protein_coding	paired related homeobox 2 [Source:RGD Symbol;Acc:1311471]
ENSRNOG00000058337	Plcb2	protein_coding	phospholipase C, beta 2 [Source:RGD Symbol;Acc:621004]
ENSRNOG00000058386	Golt1b	protein_coding	golgi transport 1B [Source:RGD Symbol;Acc:1310691]
ENSRNOG00000058457	Chtopl1	protein_coding	chromatin target of PRMT1-like 1 [Source:RGD Symbol;Acc:1584868]
ENSRNOG00000058461	Sfpq	protein_coding	splicing factor proline and glutamine rich [Source:RGD Symbol;Acc:727923]
ENSRNOG00000058476	Mast2	protein_coding	microtubule associated serine/threonine kinase 2 [Source:RGD Symbol;Acc:1304573]
ENSRNOG00000058478	Mapk8ip1	protein_coding	mitogen-activated protein kinase 8 interacting protein 1 [Source:RGD Symbol;Acc:70937]
ENSRNOG00000058543		protein_coding	similar to protein disulfide isomerase-associated 6 [Source:RGD Symbol;Acc:1597712]
ENSRNOG00000058567	Olr465	protein_coding	olfactory receptor 465 [Source:RGD Symbol;Acc:1333556]
ENSRNOG00000058586	Tyro3	protein_coding	TYRO3 protein tyrosine kinase [Source:RGD Symbol;Acc:3923]
ENSRNOG00000058597	Lcn5	protein_coding	lipocalin 5 [Source:RGD Symbol;Acc:69320]
ENSRNOG00000058628	Vom1r96	protein_coding	vomeronasal 1 receptor 96 [Source:RGD Symbol;Acc:1549781]
ENSRNOG00000058645	Tnc	protein_coding	tenascin C [Source:RGD Symbol;Acc:621057]
ENSRNOG00000058653	Tmem52b	protein_coding	transmembrane protein 52B [Source:RGD Symbol;Acc:1586337]
ENSRNOG00000058658	Mtch2	protein_coding	mitochondrial carrier 2 [Source:RGD Symbol;Acc:1308080]
ENSRNOG00000058714	Klre1	protein_coding	killer cell lectin-like receptor, family E, member 1 [Source:RGD Symbol;Acc:727903]
ENSRNOG00000058755	Tgm5	protein_coding	transglutaminase 5 [Source:MGI Symbol;Acc:MGI:1921426]
ENSRNOG00000058775	Ly49s7	protein_coding	Ly49 stimulatory receptor 7 [Source:RGD Symbol;Acc:1359503]
ENSRNOG00000058785	Ccdc142	protein_coding	coiled-coil domain containing 142 [Source:RGD Symbol;Acc:1561779]
ENSRNOG00000058870	Mroh7	protein_coding	maestro heat-like repeat family member 7 [Source:RGD Symbol;Acc:1563440]
ENSRNOG00000058983	Gata5	protein_coding	GATA binding protein 5 [Source:RGD Symbol;Acc:1561365]
ENSRNOG00000059016	Tspan12	protein_coding	tetraspanin 12 [Source:RGD Symbol;Acc:1311102]
ENSRNOG00000059043	Itch	protein_coding	itchy E3 ubiquitin protein ligase [Source:RGD Symbol;Acc:1359556]
ENSRNOG00000059160		protein_coding	hypothetical protein LOC691254 [Source:RGD Symbol;Acc:1586256]
ENSRNOG00000059182	Klrh1	protein_coding	killer cell lectin-like receptor subfamily H, member 1 [Source:RGD Symbol;Acc:621452]
ENSRNOG00000059195	AABR07060591.1	protein_coding	
ENSRNOG00000059227	Akap3	protein_coding	A-kinase anchoring protein 3 [Source:RGD Symbol;Acc:1359735]
ENSRNOG00000059243	AABR07051787.1	protein_coding	similar to phosducin-like [Source:RGD Symbol;Acc:1584015]
ENSRNOG00000059260	Sptbn5	protein_coding	spectrin, beta, non-erythrocytic 5 [Source:RGD Symbol;Acc:1311047]
ENSRNOG00000059347	Rbmxl1b	protein_coding	RNA binding motif protein, X-linked-like 1B [Source:RGD Symbol;Acc:1585845]
ENSRNOG00000059350	Ppp1r3a	protein_coding	protein phosphatase 1, regulatory subunit 3A [Source:RGD Symbol;Acc:1561312]
ENSRNOG00000059428		protein_coding	40S ribosomal protein S2 [Source:RGD Symbol;Acc:11081182]
ENSRNOG00000059455	AABR07051348.1	protein_coding	
ENSRNOG00000059460	Ttc30b	protein_coding	tetratricopeptide repeat domain 30B [Source:RGD Symbol;Acc:1590784]
ENSRNOG00000059461	B4galt1	protein_coding	beta-1,4-galactosyltransferase 1 [Source:RGD Symbol;Acc:620900]
ENSRNOG00000059474	Mob1a	protein_coding	MOB kinase activator 1A [Source:RGD Symbol;Acc:1307014]
ENSRNOG00000059507	Lamc3	protein_coding	laminin subunit gamma 3 [Source:RGD Symbol;Acc:1309399]
ENSRNOG00000059519	Bbox1	protein_coding	gamma-butyrobetaine hydroxylase 1 [Source:RGD Symbol;Acc:619756]
ENSRNOG00000059538	Clec2g	protein_coding	C-type lectin domain family 2, member G [Source:RGD Symbol;Acc:1563148]
ENSRNOG00000059550	Ppp1r8	protein_coding	protein phosphatase 1, regulatory subunit 8 [Source:RGD Symbol;Acc:1306280]
ENSRNOG00000059589	Lmbr1	protein_coding	limb development membrane protein 1 [Source:RGD Symbol;Acc:1563910]
ENSRNOG00000059615	Exoc6b	protein_coding	exocyst complex component 6B [Source:RGD Symbol;Acc:1560638]
ENSRNOG00000059753	Gys2	protein_coding	glycogen synthase 2 [Source:RGD Symbol;Acc:2773]
ENSRNOG00000059810	Txnrd3	protein_coding	thioredoxin reductase 3 [Source:RGD Symbol;Acc:1308363]
ENSRNOG00000059837	Cdkn2a	protein_coding	cyclin-dependent kinase inhibitor 2A [Source:RGD Symbol;Acc:2323]
ENSRNOG00000059870	Hoxa11	protein_coding	homeobox A11 [Source:RGD Symbol;Acc:1564605]
ENSRNOG00000059876	Fsd1l	protein_coding	fibronectin type III and SPRY domain containing 1-like [Source:RGD Symbol;Acc:1564809]
ENSRNOG00000059878	Rad51ap1	protein_coding	RAD51 associated protein 1 [Source:RGD Symbol;Acc:1597431]
ENSRNOG00000059890	Clec2d2	protein_coding	C-type lectin domain family 2 member D2 [Source:RGD Symbol;Acc:1562831]
ENSRNOG00000059891	NEWGENE_1308612	protein_coding	MRG domain binding protein [Source:RGD Symbol;Acc:1308612]
ENSRNOG00000059897	Gjb5	protein_coding	gap junction protein, beta 5 [Source:RGD Symbol;Acc:2696]
ENSRNOG00000059919	Mtg2	protein_coding	mitochondrial ribosome-associated GTPase 2 [Source:RGD Symbol;Acc:1359243]
ENSRNOG00000059964	AABR07061825.2	protein_coding	
ENSRNOG00000059965	Or4p4	protein_coding	olfactory receptor 1192, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031026]
ENSRNOG00000059973	AABR07046763.1	protein_coding	
ENSRNOG00000059975	AC124205.2	protein_coding	
ENSRNOG00000060005	Surf4	protein_coding	surfeit 4 [Source:RGD Symbol;Acc:1561980]
ENSRNOG00000060010	Ss18l1	protein_coding	SS18L1 subunit of BAF chromatin remodeling complex [Source:RGD Symbol;Acc:621847]
ENSRNOG00000060098	Ptms	protein_coding	parathymosin [Source:RGD Symbol;Acc:621529]
ENSRNOG00000060100	Knl1	protein_coding	kinetochore scaffold 1 [Source:RGD Symbol;Acc:1307498]
ENSRNOG00000060105	Astn2	protein_coding	astrotactin 2 [Source:RGD Symbol;Acc:2320342]
ENSRNOG00000060175	Tsen2	protein_coding	tRNA splicing endonuclease subunit 2 [Source:RGD Symbol;Acc:1309946]
ENSRNOG00000060217	Olr463	protein_coding	olfactory receptor 463 [Source:RGD Symbol;Acc:1333086]
ENSRNOG00000060241		protein_coding	hypothetical protein LOC497796 [Source:RGD Symbol;Acc:2291887]
ENSRNOG00000060246	Klrd1	protein_coding	killer cell lectin like receptor D1 [Source:RGD Symbol;Acc:2978]
ENSRNOG00000060248	Chchd6	protein_coding	coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:RGD Symbol;Acc:1304561]
ENSRNOG00000060260	Olr466	protein_coding	olfactory receptor 466 [Source:RGD Symbol;Acc:1332636]
ENSRNOG00000060308	AC115420.4	protein_coding	
ENSRNOG00000060319	Olr727	protein_coding	olfactory receptor 727 [Source:RGD Symbol;Acc:1333254]
ENSRNOG00000060343	Asz1	protein_coding	ankyrin repeat, SAM and basic leucine zipper domain containing 1 [Source:RGD Symbol;Acc:621579]
ENSRNOG00000060349	Fam3c	protein_coding	FAM3 metabolism regulating signaling molecule C [Source:RGD Symbol;Acc:735193]
ENSRNOG00000060350	Iqsec1	protein_coding	IQ motif and Sec7 domain ArfGEF 1 [Source:RGD Symbol;Acc:1596313]
ENSRNOG00000060381	Col15a1	protein_coding	collagen type XV alpha 1 chain [Source:RGD Symbol;Acc:1310820]
ENSRNOG00000060434	AABR07053500.2	protein_coding	proline, histidine and glycine rich 1 [Source:RGD Symbol;Acc:1566202]
ENSRNOG00000060435	Kcnq4	protein_coding	potassium voltage-gated channel subfamily Q member 4 [Source:RGD Symbol;Acc:61799]
ENSRNOG00000060449	Rps21	protein_coding	ribosomal protein S21 [Source:RGD Symbol;Acc:621038]
ENSRNOG00000060460	Clec1a	protein_coding	C-type lectin domain family 1, member A [Source:RGD Symbol;Acc:1566110]
ENSRNOG00000060478	AC141344.2	protein_coding	hypothetical gene supported by NM_022504 [Source:RGD Symbol;Acc:1563135]
ENSRNOG00000060479	Sp3	protein_coding	Sp3 transcription factor [Source:RGD Symbol;Acc:1583765]
ENSRNOG00000060520	AABR07048387.1	protein_coding	shortage in chiasmata 1 [Source:RGD Symbol;Acc:1586646]
ENSRNOG00000060571	Peds1	protein_coding	plasmanylethanolamine desaturase 1 [Source:RGD Symbol;Acc:1309093]
ENSRNOG00000060594	Atn1	protein_coding	atrophin 1 [Source:RGD Symbol;Acc:61832]
ENSRNOG00000060597	Syf2	protein_coding	SYF2 pre-mRNA-splicing factor [Source:RGD Symbol;Acc:621592]
ENSRNOG00000060618	AABR07027267.1	protein_coding	
ENSRNOG00000060687	Slc24a3	protein_coding	solute carrier family 24 member 3 [Source:RGD Symbol;Acc:69256]
ENSRNOG00000060689	Parp11	protein_coding	poly (ADP-ribose) polymerase family, member 11 [Source:RGD Symbol;Acc:1561791]
ENSRNOG00000060791	AABR07051348.2	protein_coding	
ENSRNOG00000060808	AABR07060700.1	protein_coding	
ENSRNOG00000060821	Rnf114	protein_coding	ring finger protein 114 [Source:RGD Symbol;Acc:1303139]
ENSRNOG00000060843	AABR07061385.2	protein_coding	
ENSRNOG00000061085	Fancd2	protein_coding	FA complementation group D2 [Source:RGD Symbol;Acc:1303172]
ENSRNOG00000061100	Tmem150a	protein_coding	transmembrane protein 150A [Source:RGD Symbol;Acc:619998]
ENSRNOG00000061129	Psmd14	protein_coding	proteasome 26S subunit, non-ATPase 14 [Source:RGD Symbol;Acc:1594532]
ENSRNOG00000061153	Hrh3	protein_coding	histamine receptor H3 [Source:RGD Symbol;Acc:620630]
ENSRNOG00000061199	Tcfl5	protein_coding	transcription factor like 5 [Source:RGD Symbol;Acc:1305899]
