gene	BeWo.CT	SCR.CT27	SCR.CT29	rTS_SCR	e13.5_WT	e18.5_WT	gene	gene_biotype	external_gene_name	description
ENSG00000156411	0	0	0	1	0	0	ENSG00000156411	protein_coding	ATP5MJ	ATP synthase membrane subunit j [Source:HGNC Symbol;Acc:HGNC:1188]
ENSG00000138315	0	0	0	1	0	1	ENSG00000138315	protein_coding	OIT3	oncoprotein induced transcript 3 [Source:HGNC Symbol;Acc:HGNC:29953]
ENSG00000162852	0	0	0	1	0	0	ENSG00000162852	protein_coding	CNST	consortin, connexin sorting protein [Source:HGNC Symbol;Acc:HGNC:26486]
ENSG00000133048	0	0	0	1	0	0	ENSG00000133048	protein_coding	CHI3L1	chitinase 3 like 1 [Source:HGNC Symbol;Acc:HGNC:1932]
ENSG00000152382	0	0	0	1	0	0	ENSG00000152382	protein_coding	TADA1	transcriptional adaptor 1 [Source:HGNC Symbol;Acc:HGNC:30631]
ENSG00000184860	0	0	0	1	0	0	ENSG00000184860	protein_coding	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1 [Source:HGNC Symbol;Acc:HGNC:29834]
ENSG00000122674	0	0	0	1	0	0	ENSG00000122674	protein_coding	CCZ1	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated [Source:HGNC Symbol;Acc:HGNC:21691]
ENSG00000146574	0	0	0	1	0	0	ENSG00000146574	protein_coding	CCZ1B	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated [Source:HGNC Symbol;Acc:HGNC:21717]
ENSG00000133055	0	0	0	1	0	0	ENSG00000133055	protein_coding	MYBPH	myosin binding protein H [Source:HGNC Symbol;Acc:HGNC:7552]
ENSG00000277224	0	0	0	1	0	0	ENSG00000277224	protein_coding	H2BC7	H2B clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4752]
ENSG00000143157	0	0	0	1	0	0	ENSG00000143157	protein_coding	POGK	pogo transposable element derived with KRAB domain [Source:HGNC Symbol;Acc:HGNC:18800]
ENSG00000169752	0	0	0	1	0	0	ENSG00000169752	protein_coding	NRG4	neuregulin 4 [Source:HGNC Symbol;Acc:HGNC:29862]
ENSG00000111452	0	0	0	1	0	1	ENSG00000111452	protein_coding	ADGRD1	adhesion G protein-coupled receptor D1 [Source:HGNC Symbol;Acc:HGNC:19893]
ENSG00000124333	0	0	0	1	0	0	ENSG00000124333	protein_coding	VAMP7	vesicle associated membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:11486]
ENSG00000187554	0	0	0	1	0	1	ENSG00000187554	protein_coding	TLR5	toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]
ENSG00000116701	0	0	0	1	0	1	ENSG00000116701	protein_coding	NCF2	neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]
ENSG00000171148	0	0	0	1	0	0	ENSG00000171148	protein_coding	TADA3	transcriptional adaptor 3 [Source:HGNC Symbol;Acc:HGNC:19422]
ENSG00000079308	0	0	0	1	0	0	ENSG00000079308	protein_coding	TNS1	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]
ENSG00000134765	0	0	0	1	0	0	ENSG00000134765	protein_coding	DSC1	desmocollin 1 [Source:HGNC Symbol;Acc:HGNC:3035]
ENSG00000186184	0	0	0	1	0	0	ENSG00000186184	protein_coding	POLR1D	RNA polymerase I and III subunit D [Source:HGNC Symbol;Acc:HGNC:20422]
ENSG00000060971	0	0	0	1	0	0	ENSG00000060971	protein_coding	ACAA1	acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]
ENSG00000162733	0	0	0	1	1	1	ENSG00000162733	protein_coding	DDR2	discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]
ENSG00000067221	0	0	0	1	0	0	ENSG00000067221	protein_coding	STOML1	stomatin like 1 [Source:HGNC Symbol;Acc:HGNC:14560]
ENSG00000198816	0	0	0	1	0	0	ENSG00000198816	protein_coding	ZNF358	zinc finger protein 358 [Source:HGNC Symbol;Acc:HGNC:16838]
ENSG00000136205	0	0	0	1	0	0	ENSG00000136205	protein_coding	TNS3	tensin 3 [Source:HGNC Symbol;Acc:HGNC:21616]
ENSG00000198131	0	0	0	1	0	0	ENSG00000198131	protein_coding	ZNF544	zinc finger protein 544 [Source:HGNC Symbol;Acc:HGNC:16759]
ENSG00000135842	0	0	0	1	0	0	ENSG00000135842	protein_coding	NIBAN1	niban apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16784]
ENSG00000104903	0	0	0	1	0	0	ENSG00000104903	protein_coding	LYL1	LYL1 basic helix-loop-helix family member [Source:HGNC Symbol;Acc:HGNC:6734]
ENSG00000143850	0	0	0	1	0	0	ENSG00000143850	protein_coding	PLEKHA6	pleckstrin homology domain containing A6 [Source:HGNC Symbol;Acc:HGNC:17053]
ENSG00000151778	0	0	0	1	0	0	ENSG00000151778	protein_coding	SERP2	stress associated endoplasmic reticulum protein family member 2 [Source:HGNC Symbol;Acc:HGNC:20607]
ENSG00000067177	0	0	0	1	0	0	ENSG00000067177	protein_coding	PHKA1	phosphorylase kinase regulatory subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8925]
ENSG00000204644	0	0	0	1	0	0	ENSG00000204644	protein_coding	ZFP57	ZFP57 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:18791]
ENSG00000103449	0	0	0	1	0	0	ENSG00000103449	protein_coding	SALL1	spalt like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10524]
ENSG00000003987	0	0	0	1	0	0	ENSG00000003987	protein_coding	MTMR7	myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454]
ENSG00000150867	0	0	0	1	0	1	ENSG00000150867	protein_coding	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997]
ENSG00000116668	0	0	0	1	0	0	ENSG00000116668	protein_coding	SWT1	SWT1 RNA endoribonuclease homolog [Source:HGNC Symbol;Acc:HGNC:16785]
ENSG00000158691	0	0	0	1	0	0	ENSG00000158691	protein_coding	ZSCAN12	zinc finger and SCAN domain containing 12 [Source:HGNC Symbol;Acc:HGNC:13172]
ENSG00000101843	0	0	0	1	0	1	ENSG00000101843	protein_coding	PSMD10	proteasome 26S subunit, non-ATPase 10 [Source:HGNC Symbol;Acc:HGNC:9555]
ENSG00000095794	0	0	0	1	0	0	ENSG00000095794	protein_coding	CREM	cAMP responsive element modulator [Source:HGNC Symbol;Acc:HGNC:2352]
ENSG00000064687	0	0	0	1	0	0	ENSG00000064687	protein_coding	ABCA7	ATP binding cassette subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:37]
ENSG00000151458	0	0	0	1	0	0	ENSG00000151458	protein_coding	ANKRD50	ankyrin repeat domain containing 50 [Source:HGNC Symbol;Acc:HGNC:29223]
ENSG00000198759	0	0	0	1	0	0	ENSG00000198759	protein_coding	EGFL6	EGF like domain multiple 6 [Source:HGNC Symbol;Acc:HGNC:3235]
ENSG00000121486	0	0	0	1	0	0	ENSG00000121486	protein_coding	TRMT1L	tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782]
ENSG00000136247	0	0	0	1	0	0	ENSG00000136247	protein_coding	ZDHHC4	zinc finger DHHC-type palmitoyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:18471]
ENSG00000163444	0	0	0	1	0	0	ENSG00000163444	protein_coding	TMEM183A	transmembrane protein 183A [Source:HGNC Symbol;Acc:HGNC:20173]
ENSG00000074276	0	0	0	1	0	0	ENSG00000074276	protein_coding	CDHR2	cadherin related family member 2 [Source:HGNC Symbol;Acc:HGNC:18231]
ENSG00000101844	0	0	0	1	0	1	ENSG00000101844	protein_coding	ATG4A	autophagy related 4A cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16489]
ENSG00000136240	0	0	0	1	0	0	ENSG00000136240	protein_coding	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2 [Source:HGNC Symbol;Acc:HGNC:6305]
ENSG00000116679	0	0	0	1	0	0	ENSG00000116679	protein_coding	IVNS1ABP	influenza virus NS1A binding protein [Source:HGNC Symbol;Acc:HGNC:16951]
ENSG00000174640	0	0	0	1	0	1	ENSG00000174640	protein_coding	SLCO2A1	solute carrier organic anion transporter family member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]
ENSG00000146576	0	0	0	1	0	0	ENSG00000146576	protein_coding	INTS15	integrator complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:21702]
ENSG00000198574	0	0	0	1	1	0	ENSG00000198574	protein_coding	SH2D1B	SH2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:30416]
ENSG00000171428	0	0	0	1	0	0	ENSG00000171428	protein_coding	NAT1	N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7645]
ENSG00000156006	0	0	0	1	0	0	ENSG00000156006	protein_coding	NAT2	N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:7646]
ENSG00000102385	0	0	0	1	1	0	ENSG00000102385	protein_coding	DRP2	dystrophin related protein 2 [Source:HGNC Symbol;Acc:HGNC:3032]
ENSG00000112293	0	0	0	1	0	0	ENSG00000112293	protein_coding	GPLD1	glycosylphosphatidylinositol specific phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:4459]
ENSG00000140459	0	0	0	1	0	1	ENSG00000140459	protein_coding	CYP11A1	cytochrome P450 family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2590]
ENSG00000053747	0	0	0	1	0	1	ENSG00000053747	protein_coding	LAMA3	laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]
ENSG00000143344	0	0	0	1	0	1	ENSG00000143344	protein_coding	RGL1	ral guanine nucleotide dissociation stimulator like 1 [Source:HGNC Symbol;Acc:HGNC:30281]
ENSG00000010270	0	0	0	1	0	1	ENSG00000010270	protein_coding	STARD3NL	STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]
ENSG00000120688	0	0	0	1	0	0	ENSG00000120688	protein_coding	WBP4	WW domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:12739]
ENSG00000213689	0	0	0	1	0	0	ENSG00000213689	protein_coding	TREX1	three prime repair exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:12269]
ENSG00000183597	0	0	0	1	0	0	ENSG00000183597	protein_coding	TANGO2	transport and golgi organization 2 homolog [Source:HGNC Symbol;Acc:HGNC:25439]
ENSG00000058085	0	0	0	1	0	1	ENSG00000058085	protein_coding	LAMC2	laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]
ENSG00000122512	0	0	0	1	0	0	ENSG00000122512	protein_coding	PMS2	PMS1 homolog 2, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9122]
ENSG00000166558	0	0	0	1	1	0	ENSG00000166558	protein_coding	SLC38A8	solute carrier family 38 member 8 [Source:HGNC Symbol;Acc:HGNC:32434]
ENSG00000154319	0	0	0	1	0	0	ENSG00000154319	protein_coding	FAM167A	family with sequence similarity 167 member A [Source:HGNC Symbol;Acc:HGNC:15549]
ENSG00000204923	0	0	0	1	0	0	ENSG00000204923	protein_coding	FBXO48	F-box protein 48 [Source:HGNC Symbol;Acc:HGNC:33857]
ENSG00000076770	0	0	0	1	0	0	ENSG00000076770	protein_coding	MBNL3	muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]
ENSG00000163531	0	0	0	1	0	0	ENSG00000163531	protein_coding	NFASC	neurofascin [Source:HGNC Symbol;Acc:HGNC:29866]
ENSG00000120690	0	0	0	1	0	0	ENSG00000120690	protein_coding	ELF1	E74 like ETS transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3316]
ENSG00000154620	0	0	0	1	0	0	ENSG00000154620	protein_coding	TMSB4Y	thymosin beta 4 Y-linked [Source:HGNC Symbol;Acc:HGNC:11882]
ENSG00000005884	0	0	0	1	0	1	ENSG00000005884	protein_coding	ITGA3	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]
ENSG00000114107	0	0	0	1	0	0	ENSG00000114107	protein_coding	CEP70	centrosomal protein 70 [Source:HGNC Symbol;Acc:HGNC:29972]
ENSG00000072832	0	0	0	1	0	0	ENSG00000072832	protein_coding	CRMP1	collapsin response mediator protein 1 [Source:HGNC Symbol;Acc:HGNC:2365]
ENSG00000142459	0	0	0	1	0	0	ENSG00000142459	protein_coding	EVI5L	ecotropic viral integration site 5 like [Source:HGNC Symbol;Acc:HGNC:30464]
ENSG00000176896	0	0	0	1	0	0	ENSG00000176896	protein_coding	TCEANC	transcription elongation factor A N-terminal and central domain containing [Source:HGNC Symbol;Acc:HGNC:28277]
ENSG00000257218	0	0	0	1	0	0	ENSG00000257218	protein_coding	GATC	glutamyl-tRNA amidotransferase subunit C [Source:HGNC Symbol;Acc:HGNC:25068]
ENSG00000116032	0	0	0	1	0	0	ENSG00000116032	protein_coding	GRIN3B	glutamate ionotropic receptor NMDA type subunit 3B [Source:HGNC Symbol;Acc:HGNC:16768]
ENSG00000144668	0	0	0	1	0	0	ENSG00000144668	protein_coding	ITGA9	integrin subunit alpha 9 [Source:HGNC Symbol;Acc:HGNC:6145]
ENSG00000150764	0	0	0	1	0	0	ENSG00000150764	protein_coding	DIXDC1	DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]
ENSG00000176108	0	0	0	1	0	0	ENSG00000176108	protein_coding	CHMP6	charged multivesicular body protein 6 [Source:HGNC Symbol;Acc:HGNC:25675]
ENSG00000116406	0	0	0	1	0	0	ENSG00000116406	protein_coding	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3 [Source:HGNC Symbol;Acc:HGNC:16787]
ENSG00000164221	0	0	0	1	0	0	ENSG00000164221	protein_coding	CCDC112	coiled-coil domain containing 112 [Source:HGNC Symbol;Acc:HGNC:28599]
ENSG00000143195	0	0	0	1	0	1	ENSG00000143195	protein_coding	ILDR2	immunoglobulin like domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:18131]
ENSG00000157999	0	0	0	1	0	0	ENSG00000157999	protein_coding	ANKRD61	ankyrin repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:22467]
ENSG00000129048	0	0	0	1	0	1	ENSG00000129048	protein_coding	ACKR4	atypical chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:1611]
ENSG00000221838	0	0	0	1	0	0	ENSG00000221838	protein_coding	AP4M1	adaptor related protein complex 4 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:574]
ENSG00000134760	0	0	0	1	0	1	ENSG00000134760	protein_coding	DSG1	desmoglein 1 [Source:HGNC Symbol;Acc:HGNC:3048]
ENSG00000146648	0	0	0	1	0	0	ENSG00000146648	protein_coding	EGFR	epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]
ENSG00000102057	0	0	0	1	0	0	ENSG00000102057	protein_coding	KCND1	potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]
ENSG00000204290	0	0	0	1	0	0	ENSG00000204290	protein_coding	BTNL2	butyrophilin like 2 [Source:HGNC Symbol;Acc:HGNC:1142]
ENSG00000036565	0	0	0	1	0	1	ENSG00000036565	protein_coding	SLC18A1	solute carrier family 18 member A1 [Source:HGNC Symbol;Acc:HGNC:10934]
ENSG00000196353	0	0	0	1	0	0	ENSG00000196353	protein_coding	CPNE4	copine 4 [Source:HGNC Symbol;Acc:HGNC:2317]
ENSG00000154710	0	0	0	1	0	0	ENSG00000154710	protein_coding	RABGEF1	RAB guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:17676]
ENSG00000196670	0	0	0	1	0	1	ENSG00000196670	protein_coding	ZFP62	ZFP62 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23241]
ENSG00000120885	0	0	0	1	0	1	ENSG00000120885	protein_coding	CLU	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]
ENSG00000243335	0	0	0	1	0	0	ENSG00000243335	protein_coding	KCTD7	potassium channel tetramerization domain containing 7 [Source:HGNC Symbol;Acc:HGNC:21957]
ENSG00000100867	0	0	0	1	0	0	ENSG00000100867	protein_coding	DHRS2	dehydrogenase/reductase 2 [Source:HGNC Symbol;Acc:HGNC:18349]
ENSG00000101928	0	0	0	1	0	1	ENSG00000101928	protein_coding	MOSPD1	motile sperm domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25235]
ENSG00000188167	0	0	0	1	0	0	ENSG00000188167	protein_coding	TMPPE	transmembrane protein with metallophosphoesterase domain [Source:HGNC Symbol;Acc:HGNC:33865]
ENSG00000146587	0	0	0	1	0	0	ENSG00000146587	protein_coding	RBAK	RB associated KRAB zinc finger [Source:HGNC Symbol;Acc:HGNC:17680]
ENSG00000205903	0	0	0	1	0	1	ENSG00000205903	protein_coding	ZNF316	zinc finger protein 316 [Source:HGNC Symbol;Acc:HGNC:13843]
ENSG00000102904	0	0	0	1	0	0	ENSG00000102904	protein_coding	TSNAXIP1	translin associated factor X interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18586]
ENSG00000106261	0	0	0	1	0	0	ENSG00000106261	protein_coding	ZKSCAN1	zinc finger with KRAB and SCAN domains 1 [Source:HGNC Symbol;Acc:HGNC:13101]
ENSG00000164631	0	0	0	1	0	0	ENSG00000164631	protein_coding	ZNF12	zinc finger protein 12 [Source:HGNC Symbol;Acc:HGNC:12902]
ENSG00000157181	0	0	0	1	0	0	ENSG00000157181	protein_coding	ODR4	odr-4 GPCR localization factor homolog [Source:HGNC Symbol;Acc:HGNC:24299]
ENSG00000275520	0	0	0	1	0	1	ENSG00000275520	protein_coding	FAM236A	family with sequence similarity 235 member A [Source:HGNC Symbol;Acc:HGNC:44268]
ENSG00000225396	0	0	0	1	0	1	ENSG00000225396	protein_coding	FAM236D	family with sequence similarity 236 member D [Source:HGNC Symbol;Acc:HGNC:52642]
ENSG00000283594	0	0	0	1	0	1	ENSG00000283594	protein_coding	FAM236C	family with sequence similarity 236 member C [Source:HGNC Symbol;Acc:HGNC:52641]
ENSG00000268994	0	0	0	1	0	1	ENSG00000268994	protein_coding	FAM236B	family with sequence similarity 236 member B [Source:HGNC Symbol;Acc:HGNC:52640]
ENSG00000090661	0	0	0	1	0	0	ENSG00000090661	protein_coding	CERS4	ceramide synthase 4 [Source:HGNC Symbol;Acc:HGNC:23747]
ENSG00000188039	0	0	0	1	0	0	ENSG00000188039	protein_coding	NWD1	NACHT and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27619]
ENSG00000226479	0	0	0	1	0	0	ENSG00000226479	protein_coding	TMEM185B	transmembrane protein 185B [Source:HGNC Symbol;Acc:HGNC:18896]
ENSG00000171044	0	0	0	1	0	1	ENSG00000171044	protein_coding	XKR6	XK related 6 [Source:HGNC Symbol;Acc:HGNC:27806]
ENSG00000061936	0	0	0	1	0	0	ENSG00000061936	protein_coding	SFSWAP	splicing factor SWAP [Source:HGNC Symbol;Acc:HGNC:10790]
ENSG00000204301	0	0	0	1	0	0	ENSG00000204301	protein_coding	NOTCH4	notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]
ENSG00000123728	0	0	0	1	0	0	ENSG00000123728	protein_coding	RAP2C	RAP2C, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:21165]
ENSG00000106346	0	0	0	1	0	1	ENSG00000106346	protein_coding	USP42	ubiquitin specific peptidase 42 [Source:HGNC Symbol;Acc:HGNC:20068]
ENSG00000120899	0	0	0	1	0	1	ENSG00000120899	protein_coding	PTK2B	protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]
ENSG00000076944	0	0	0	1	0	0	ENSG00000076944	protein_coding	STXBP2	syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445]
ENSG00000175595	0	0	0	1	0	0	ENSG00000175595	protein_coding	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3436]
ENSG00000156504	0	0	0	1	0	0	ENSG00000156504	protein_coding	PABIR2	PABIR family member 2 [Source:HGNC Symbol;Acc:HGNC:30490]
ENSG00000143322	0	0	0	1	0	0	ENSG00000143322	protein_coding	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]
ENSG00000086730	0	0	0	1	0	1	ENSG00000086730	protein_coding	LAT2	linker for activation of T cells family member 2 [Source:HGNC Symbol;Acc:HGNC:12749]
ENSG00000132196	0	0	0	1	0	0	ENSG00000132196	protein_coding	HSD17B7	hydroxysteroid 17-beta dehydrogenase 7 [Source:HGNC Symbol;Acc:HGNC:5215]
ENSG00000109846	0	0	0	1	1	1	ENSG00000109846	protein_coding	CRYAB	crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389]
ENSG00000176871	0	0	0	1	0	0	ENSG00000176871	protein_coding	WSB2	WD repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:19222]
ENSG00000157064	0	0	0	1	0	0	ENSG00000157064	protein_coding	NMNAT2	nicotinamide nucleotide adenylyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16789]
ENSG00000150275	0	0	0	1	0	0	ENSG00000150275	protein_coding	PCDH15	protocadherin related 15 [Source:HGNC Symbol;Acc:HGNC:14674]
ENSG00000275713	0	0	0	1	0	0	ENSG00000275713	protein_coding	H2BC9	H2B clustered histone 9 [Source:HGNC Symbol;Acc:HGNC:4755]
ENSG00000143217	0	0	0	1	0	1	ENSG00000143217	protein_coding	NECTIN4	nectin cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:19688]
ENSG00000156500	0	0	0	1	0	0	ENSG00000156500	protein_coding	PABIR3	PABIR family member 3 [Source:HGNC Symbol;Acc:HGNC:25202]
ENSG00000126759	0	0	0	1	0	0	ENSG00000126759	protein_coding	CFP	complement factor properdin [Source:HGNC Symbol;Acc:HGNC:8864]
ENSG00000126524	0	0	0	1	0	0	ENSG00000126524	protein_coding	SBDS	SBDS ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:19440]
ENSG00000166432	0	0	0	1	0	0	ENSG00000166432	protein_coding	ZMAT1	zinc finger matrin-type 1 [Source:HGNC Symbol;Acc:HGNC:29377]
ENSG00000137628	0	0	0	1	0	1	ENSG00000137628	protein_coding	DDX60	DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942]
ENSG00000235194	0	0	0	1	0	0	ENSG00000235194	protein_coding	PPP1R3E	protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943]
ENSG00000143222	0	0	0	1	0	0	ENSG00000143222	protein_coding	UFC1	ubiquitin-fold modifier conjugating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:26941]
ENSG00000106609	0	0	0	1	0	0	ENSG00000106609	protein_coding	TMEM248	transmembrane protein 248 [Source:HGNC Symbol;Acc:HGNC:25476]
ENSG00000261701	0	0	0	1	0	0	ENSG00000261701	protein_coding	HPR	haptoglobin-related protein [Source:HGNC Symbol;Acc:HGNC:5156]
ENSG00000257017	0	0	0	1	0	0	ENSG00000257017	protein_coding	HP	haptoglobin [Source:HGNC Symbol;Acc:HGNC:5141]
ENSG00000102786	0	0	0	1	0	0	ENSG00000102786	protein_coding	INTS6	integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]
ENSG00000122035	0	0	0	1	0	1	ENSG00000122035	protein_coding	RASL11A	RAS like family 11 member A [Source:HGNC Symbol;Acc:HGNC:23802]
ENSG00000158373	0	0	0	1	0	0	ENSG00000158373	protein_coding	H2BC5	H2B clustered histone 5 [Source:HGNC Symbol;Acc:HGNC:4747]
ENSG00000186283	0	0	0	1	0	0	ENSG00000186283	protein_coding	TOR3A	torsin family 3 member A [Source:HGNC Symbol;Acc:HGNC:11997]
ENSG00000241258	0	0	0	1	0	0	ENSG00000241258	protein_coding	CRCP	CGRP receptor component [Source:HGNC Symbol;Acc:HGNC:17888]
ENSG00000116199	0	0	0	1	0	0	ENSG00000116199	protein_coding	FAM20B	FAM20B glycosaminoglycan xylosylkinase [Source:HGNC Symbol;Acc:HGNC:23017]
ENSG00000182095	0	0	0	1	0	0	ENSG00000182095	protein_coding	TNRC18	trinucleotide repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:11962]
ENSG00000273820	0	0	0	1	0	0	ENSG00000273820	protein_coding	USP27X	ubiquitin specific peptidase 27 X-linked [Source:HGNC Symbol;Acc:HGNC:13486]
ENSG00000173281	0	0	0	1	0	0	ENSG00000173281	protein_coding	PPP1R3B	protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942]
ENSG00000166822	0	0	0	1	0	0	ENSG00000166822	protein_coding	TMEM170A	transmembrane protein 170A [Source:HGNC Symbol;Acc:HGNC:29577]
ENSG00000187664	0	0	0	1	1	0	ENSG00000187664	protein_coding	HAPLN4	hyaluronan and proteoglycan link protein 4 [Source:HGNC Symbol;Acc:HGNC:31357]
ENSG00000147324	0	0	0	1	0	0	ENSG00000147324	protein_coding	MFHAS1	multifunctional ROCO family signaling regulator 1 [Source:HGNC Symbol;Acc:HGNC:16982]
ENSG00000141756	0	0	0	1	0	0	
ENSG00000165030	0	0	0	1	0	0	ENSG00000165030	protein_coding	NFIL3	nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]
ENSG00000213996	0	0	0	1	0	0	ENSG00000213996	protein_coding	TM6SF2	transmembrane 6 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11861]
ENSG00000139436	0	0	0	1	0	0	ENSG00000139436	protein_coding	GIT2	GIT ArfGAP 2 [Source:HGNC Symbol;Acc:HGNC:4273]
ENSG00000197540	0	0	0	1	0	0	ENSG00000197540	protein_coding	GZMM	granzyme M [Source:HGNC Symbol;Acc:HGNC:4712]
ENSG00000165171	0	0	0	1	0	0	ENSG00000165171	protein_coding	METTL27	methyltransferase like 27 [Source:HGNC Symbol;Acc:HGNC:19068]
ENSG00000170464	0	0	0	1	0	0	ENSG00000170464	protein_coding	DNAJC18	DnaJ heat shock protein family (Hsp40) member C18 [Source:HGNC Symbol;Acc:HGNC:28429]
ENSG00000205356	0	0	0	1	0	0	ENSG00000205356	protein_coding	TECPR1	tectonin beta-propeller repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:22214]
ENSG00000143183	0	0	0	1	0	0	ENSG00000143183	protein_coding	TMCO1	transmembrane and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:18188]
ENSG00000152092	0	0	0	1	0	0	ENSG00000152092	protein_coding	ASTN1	astrotactin 1 [Source:HGNC Symbol;Acc:HGNC:773]
ENSG00000196872	0	0	0	1	0	1	ENSG00000196872	protein_coding	CRACDL	CRACD like [Source:HGNC Symbol;Acc:HGNC:33454]
ENSG00000129116	0	0	0	1	0	0	ENSG00000129116	protein_coding	PALLD	palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]
ENSG00000165023	0	0	0	1	1	0	ENSG00000165023	protein_coding	DIRAS2	DIRAS family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:19323]
ENSG00000276023	0	0	0	1	0	1	ENSG00000276023	protein_coding	DUSP14	dual specificity phosphatase 14 [Source:HGNC Symbol;Acc:HGNC:17007]
ENSG00000092054	0	0	0	1	1	0	ENSG00000092054	protein_coding	MYH7	myosin heavy chain 7 [Source:HGNC Symbol;Acc:HGNC:7577]
ENSG00000049769	0	0	0	1	0	0	ENSG00000049769	protein_coding	PPP1R3F	protein phosphatase 1 regulatory subunit 3F [Source:HGNC Symbol;Acc:HGNC:14944]
