gene	BeWo.KD	Plac1.CT27	Plac1.CT29	rTS_Plac1	e13.5_KO	e18.5_KO	gene	gene_biotype	external_gene_name	description
ENSG00000148700	0	0	0	1	0	0	ENSG00000148700	protein_coding	ADD3	adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]
ENSG00000153406	0	0	0	1	0	1	ENSG00000153406	protein_coding	NMRAL1	NmrA like redox sensor 1 [Source:HGNC Symbol;Acc:HGNC:24987]
ENSG00000139629	0	0	0	1	0	0	ENSG00000139629	protein_coding	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]
ENSG00000125533	0	0	0	1	0	0	ENSG00000125533	protein_coding	BHLHE23	basic helix-loop-helix family member e23 [Source:HGNC Symbol;Acc:HGNC:16093]
ENSG00000118898	0	0	0	1	0	0	ENSG00000118898	protein_coding	PPL	periplakin [Source:HGNC Symbol;Acc:HGNC:9273]
ENSG00000188322	0	0	0	1	0	0	ENSG00000188322	protein_coding	SBK1	SH3 domain binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:17699]
ENSG00000261371	0	0	0	1	0	0	ENSG00000261371	protein_coding	PECAM1	platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]
ENSG00000055044	0	0	0	1	0	0	ENSG00000055044	protein_coding	NOP58	NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]
ENSG00000099219	0	0	0	1	0	0	ENSG00000099219	protein_coding	ERMP1	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]
ENSG00000156990	0	0	0	1	0	0	ENSG00000156990	protein_coding	RPUSD3	RNA pseudouridine synthase D3 [Source:HGNC Symbol;Acc:HGNC:28437]
ENSG00000115556	0	0	0	1	0	0	ENSG00000115556	protein_coding	PLCD4	phospholipase C delta 4 [Source:HGNC Symbol;Acc:HGNC:9062]
ENSG00000112305	0	0	0	1	0	0	ENSG00000112305	protein_coding	SMAP1	small ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:19651]
ENSG00000171450	0	0	0	1	0	0	ENSG00000171450	protein_coding	CDK5R2	cyclin dependent kinase 5 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:1776]
ENSG00000169087	0	0	0	1	0	1	ENSG00000169087	protein_coding	HSPBAP1	HSPB1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16389]
ENSG00000278053	0	0	0	1	0	0	ENSG00000278053	protein_coding	DDX52	DExD-box helicase 52 [Source:HGNC Symbol;Acc:HGNC:20038]
ENSG00000015532	0	0	0	1	0	0	ENSG00000015532	protein_coding	XYLT2	xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]
ENSG00000119900	0	0	0	1	0	0	ENSG00000119900	protein_coding	OGFRL1	opioid growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21378]
ENSG00000137054	0	0	0	1	0	0	ENSG00000137054	protein_coding	POLR1E	RNA polymerase I subunit E [Source:HGNC Symbol;Acc:HGNC:17631]
ENSG00000163875	0	0	0	1	0	0	ENSG00000163875	protein_coding	MEAF6	MYST/Esa1 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:25674]
ENSG00000166402	0	0	0	1	0	0	ENSG00000166402	protein_coding	TUB	TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]
ENSG00000168395	0	0	0	1	0	0	ENSG00000168395	protein_coding	ING5	inhibitor of growth family member 5 [Source:HGNC Symbol;Acc:HGNC:19421]
ENSG00000074582	0	0	0	1	0	0	ENSG00000074582	protein_coding	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone [Source:HGNC Symbol;Acc:HGNC:1020]
ENSG00000275832	0	0	0	1	0	1	ENSG00000275832	protein_coding	ARHGAP23	Rho GTPase activating protein 23 [Source:HGNC Symbol;Acc:HGNC:29293]
ENSG00000135390	0	0	0	1	0	0	ENSG00000135390	protein_coding	ATP5MC2	ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842]
ENSG00000144485	0	0	0	1	0	0	ENSG00000144485	protein_coding	HES6	hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]
ENSG00000161647	0	0	0	1	0	0	ENSG00000161647	protein_coding	MPP3	MAGUK p55 scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:7221]
ENSG00000170515	0	0	0	1	1	0	ENSG00000170515	protein_coding	PA2G4	proliferation-associated 2G4 [Source:HGNC Symbol;Acc:HGNC:8550]
ENSG00000177465	0	0	0	1	0	0	ENSG00000177465	protein_coding	ACOT4	acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:HGNC:19748]
ENSG00000166016	0	0	0	1	0	0	ENSG00000166016	protein_coding	ABTB2	ankyrin repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23842]
ENSG00000148926	0	0	0	1	0	0	ENSG00000148926	protein_coding	ADM	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]
ENSG00000115457	0	0	0	1	0	0	ENSG00000115457	protein_coding	IGFBP2	insulin like growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5471]
ENSG00000181751	0	0	0	1	0	0	ENSG00000181751	protein_coding	MACIR	macrophage immunometabolism regulator [Source:HGNC Symbol;Acc:HGNC:25052]
ENSG00000108309	0	0	0	1	1	1	ENSG00000108309	protein_coding	RUNDC3A	RUN domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16984]
ENSG00000171951	0	0	0	1	0	0	ENSG00000171951	protein_coding	SCG2	secretogranin II [Source:HGNC Symbol;Acc:HGNC:10575]
ENSG00000197535	0	0	0	1	0	0	ENSG00000197535	protein_coding	MYO5A	myosin VA [Source:HGNC Symbol;Acc:HGNC:7602]
ENSG00000090447	0	0	0	1	1	0	ENSG00000090447	protein_coding	TFAP4	transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]
ENSG00000119673	0	0	0	1	0	0	ENSG00000119673	protein_coding	ACOT2	acyl-CoA thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:18431]
ENSG00000184227	0	0	0	1	0	0	ENSG00000184227	protein_coding	ACOT1	acyl-CoA thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:33128]
ENSG00000120088	0	0	0	1	0	1	ENSG00000120088	protein_coding	CRHR1	corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:2357]
ENSG00000135423	0	0	0	1	0	1	ENSG00000135423	protein_coding	GLS2	glutaminase 2 [Source:HGNC Symbol;Acc:HGNC:29570]
ENSG00000158552	0	0	0	1	0	0	ENSG00000158552	protein_coding	ZFAND2B	zinc finger AN1-type containing 2B [Source:HGNC Symbol;Acc:HGNC:25206]
ENSG00000134198	0	0	0	1	0	0	ENSG00000134198	protein_coding	TSPAN2	tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]
ENSG00000115657	0	0	0	1	1	0	ENSG00000115657	protein_coding	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group) [Source:HGNC Symbol;Acc:HGNC:47]
ENSG00000116983	0	0	0	1	0	0	ENSG00000116983	protein_coding	HPCAL4	hippocalcin like 4 [Source:HGNC Symbol;Acc:HGNC:18212]
ENSG00000106785	0	0	0	1	0	1	ENSG00000106785	protein_coding	TRIM14	tripartite motif containing 14 [Source:HGNC Symbol;Acc:HGNC:16283]
ENSG00000141376	0	0	0	1	0	0	ENSG00000141376	protein_coding	BCAS3	BCAS3 microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]
ENSG00000161395	0	0	0	1	0	0	ENSG00000161395	protein_coding	PGAP3	post-GPI attachment to proteins phospholipase 3 [Source:HGNC Symbol;Acc:HGNC:23719]
ENSG00000141736	0	0	0	1	0	0	ENSG00000141736	protein_coding	ERBB2	erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430]
ENSG00000123364	0	0	0	1	0	0	ENSG00000123364	protein_coding	HOXC13	homeobox C13 [Source:HGNC Symbol;Acc:HGNC:5125]
ENSG00000164024	0	0	0	1	0	0	ENSG00000164024	protein_coding	METAP1	methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789]
ENSG00000123407	0	0	0	1	0	0	ENSG00000123407	protein_coding	HOXC12	homeobox C12 [Source:HGNC Symbol;Acc:HGNC:5124]
ENSG00000116819	0	0	0	1	0	0	ENSG00000116819	protein_coding	TFAP2E	transcription factor AP-2 epsilon [Source:HGNC Symbol;Acc:HGNC:30774]
ENSG00000115687	0	0	0	1	0	0	ENSG00000115687	protein_coding	PASK	PAS domain containing serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:17270]
ENSG00000114923	0	0	0	1	0	0	ENSG00000114923	protein_coding	SLC4A3	solute carrier family 4 member 3 [Source:HGNC Symbol;Acc:HGNC:11029]
ENSG00000066697	0	0	0	1	0	0	ENSG00000066697	protein_coding	MSANTD3	Myb/SANT DNA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23370]
ENSG00000119508	0	0	0	1	0	0	ENSG00000119508	protein_coding	NR4A3	nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982]
ENSG00000168502	0	0	0	1	0	1	ENSG00000168502	protein_coding	MTCL1	microtubule crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:29121]
ENSG00000121075	0	0	0	1	0	1	ENSG00000121075	protein_coding	TBX4	T-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11603]
ENSG00000139266	0	0	0	1	0	0	ENSG00000139266	protein_coding	MARCHF9	membrane associated ring-CH-type finger 9 [Source:HGNC Symbol;Acc:HGNC:25139]
ENSG00000244405	0	0	0	1	0	1	ENSG00000244405	protein_coding	ETV5	ETS variant transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3494]
ENSG00000241697	0	0	0	1	0	0	ENSG00000241697	protein_coding	TMEFF1	transmembrane protein with EGF like and two follistatin like domains 1 [Source:HGNC Symbol;Acc:HGNC:11866]
ENSG00000008300	0	0	0	1	0	0	ENSG00000008300	protein_coding	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]
ENSG00000163840	0	0	0	1	0	0	ENSG00000163840	protein_coding	DTX3L	deltex E3 ubiquitin ligase 3L [Source:HGNC Symbol;Acc:HGNC:30323]
ENSG00000170681	0	0	0	1	0	0	ENSG00000170681	protein_coding	CAVIN4	caveolae associated protein 4 [Source:HGNC Symbol;Acc:HGNC:33742]
ENSG00000127824	0	0	0	1	0	0	ENSG00000127824	protein_coding	TUBA4A	tubulin alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407]
ENSG00000181418	0	0	0	1	0	0	ENSG00000181418	protein_coding	DDN	dendrin [Source:HGNC Symbol;Acc:HGNC:24458]
ENSG00000103343	0	0	0	1	0	1	ENSG00000103343	protein_coding	ZNF174	zinc finger protein 174 [Source:HGNC Symbol;Acc:HGNC:12963]
ENSG00000169047	0	0	0	1	0	0	ENSG00000169047	protein_coding	IRS1	insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]
ENSG00000135439	0	0	0	1	0	0	ENSG00000135439	protein_coding	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]
ENSG00000125430	0	0	0	1	0	1	ENSG00000125430	protein_coding	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1 [Source:HGNC Symbol;Acc:HGNC:5198]
ENSG00000145723	0	0	0	1	0	0	ENSG00000145723	protein_coding	GIN1	gypsy retrotransposon integrase 1 [Source:HGNC Symbol;Acc:HGNC:25959]
ENSG00000168461	0	0	0	1	0	0	ENSG00000168461	protein_coding	RAB31	RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]
ENSG00000135486	0	0	0	1	0	0	ENSG00000135486	protein_coding	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]
ENSG00000163497	0	0	0	1	0	0	ENSG00000163497	protein_coding	FEV	FEV transcription factor, ETS family member [Source:HGNC Symbol;Acc:HGNC:18562]
ENSG00000082684	0	0	0	1	0	1	ENSG00000082684	protein_coding	SEMA5B	semaphorin 5B [Source:HGNC Symbol;Acc:HGNC:10737]
ENSG00000117519	0	0	0	1	0	0	ENSG00000117519	protein_coding	CNN3	calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157]
ENSG00000178882	0	0	0	1	0	1	ENSG00000178882	protein_coding	RFLNA	refilin A [Source:HGNC Symbol;Acc:HGNC:27051]
ENSG00000108961	0	0	0	1	0	0	ENSG00000108961	protein_coding	RANGRF	RAN guanine nucleotide release factor [Source:HGNC Symbol;Acc:HGNC:17679]
ENSG00000198336	0	0	0	1	0	1	ENSG00000198336	protein_coding	MYL4	myosin light chain 4 [Source:HGNC Symbol;Acc:HGNC:7585]
ENSG00000178921	0	0	0	1	0	0	ENSG00000178921	protein_coding	PFAS	phosphoribosylformylglycinamidine synthase [Source:HGNC Symbol;Acc:HGNC:8863]
ENSG00000134419	0	0	0	1	0	0	ENSG00000134419	protein_coding	RPS15A	ribosomal protein S15a [Source:HGNC Symbol;Acc:HGNC:10389]
ENSG00000003393	0	0	0	1	0	0	ENSG00000003393	protein_coding	ALS2	alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]
ENSG00000145725	0	0	0	1	0	0	ENSG00000145725	protein_coding	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:29035]
ENSG00000121900	0	0	0	1	0	1	ENSG00000121900	protein_coding	TMEM54	transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]
ENSG00000114491	0	0	0	1	0	0	ENSG00000114491	protein_coding	UMPS	uridine monophosphate synthetase [Source:HGNC Symbol;Acc:HGNC:12563]
ENSG00000182580	0	0	0	1	0	0	ENSG00000182580	protein_coding	EPHB3	EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394]
ENSG00000126602	0	0	0	1	0	0	ENSG00000126602	protein_coding	TRAP1	TNF receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16264]
ENSG00000162040	0	0	0	1	0	0	ENSG00000162040	protein_coding	HS3ST6	heparan sulfate-glucosamine 3-sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:14178]
ENSG00000152270	0	0	0	1	0	0	ENSG00000152270	protein_coding	PDE3B	phosphodiesterase 3B [Source:HGNC Symbol;Acc:HGNC:8779]
ENSG00000128872	0	0	0	1	0	0	ENSG00000128872	protein_coding	TMOD2	tropomodulin 2 [Source:HGNC Symbol;Acc:HGNC:11872]
ENSG00000173175	0	0	0	1	0	1	ENSG00000173175	protein_coding	ADCY5	adenylate cyclase 5 [Source:HGNC Symbol;Acc:HGNC:236]
ENSG00000080986	0	0	0	1	0	1	ENSG00000080986	protein_coding	NDC80	NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]
ENSG00000101574	0	0	0	1	0	0	ENSG00000101574	protein_coding	METTL4	methyltransferase 4, N6-adenosine [Source:HGNC Symbol;Acc:HGNC:24726]
ENSG00000113889	0	0	0	1	0	0	ENSG00000113889	protein_coding	KNG1	kininogen 1 [Source:HGNC Symbol;Acc:HGNC:6383]
ENSG00000172992	0	0	0	1	0	0	ENSG00000172992	protein_coding	DCAKD	dephospho-CoA kinase domain containing [Source:HGNC Symbol;Acc:HGNC:26238]
ENSG00000114166	0	0	0	1	0	0	ENSG00000114166	protein_coding	KAT2B	lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638]
ENSG00000135519	0	0	0	1	0	0	ENSG00000135519	protein_coding	KCNH3	potassium voltage-gated channel subfamily H member 3 [Source:HGNC Symbol;Acc:HGNC:6252]
ENSG00000184602	0	0	0	1	0	0	ENSG00000184602	protein_coding	SNN	stannin [Source:HGNC Symbol;Acc:HGNC:11149]
ENSG00000278540	0	0	0	1	0	0	ENSG00000278540	protein_coding	ACACA	acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]
ENSG00000116030	0	0	0	1	0	0	ENSG00000116030	protein_coding	SUMO1	small ubiquitin like modifier 1 [Source:HGNC Symbol;Acc:HGNC:12502]
ENSG00000176890	0	0	0	1	0	1	ENSG00000176890	protein_coding	TYMS	thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441]
ENSG00000135436	0	0	0	1	0	0	ENSG00000135436	protein_coding	FAM186B	family with sequence similarity 186 member B [Source:HGNC Symbol;Acc:HGNC:25296]
ENSG00000172053	0	0	0	1	0	0	ENSG00000172053	protein_coding	QARS1	glutaminyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9751]
ENSG00000187191	0	0	0	1	0	1	ENSG00000187191	protein_coding	DAZ3	deleted in azoospermia 3 [Source:HGNC Symbol;Acc:HGNC:15965]
ENSG00000205944	0	0	0	1	0	1	ENSG00000205944	protein_coding	DAZ2	deleted in azoospermia 2 [Source:HGNC Symbol;Acc:HGNC:15964]
ENSG00000092345	0	0	0	1	0	1	ENSG00000092345	protein_coding	DAZL	deleted in azoospermia like [Source:HGNC Symbol;Acc:HGNC:2685]
ENSG00000205916	0	0	0	1	0	1	ENSG00000205916	protein_coding	DAZ4	deleted in azoospermia 4 [Source:HGNC Symbol;Acc:HGNC:15966]
ENSG00000188120	0	0	0	1	0	1	ENSG00000188120	protein_coding	DAZ1	deleted in azoospermia 1 [Source:HGNC Symbol;Acc:HGNC:2682]
ENSG00000075461	0	0	0	1	0	0	ENSG00000075461	protein_coding	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:1408]
ENSG00000111249	0	0	0	1	0	0	ENSG00000111249	protein_coding	CUX2	cut like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19347]
ENSG00000181378	0	0	0	1	0	0	ENSG00000181378	protein_coding	CFAP65	cilia and flagella associated protein 65 [Source:HGNC Symbol;Acc:HGNC:25325]
ENSG00000145191	0	0	0	1	0	0	ENSG00000145191	protein_coding	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon [Source:HGNC Symbol;Acc:HGNC:3261]
ENSG00000176406	0	0	0	1	0	0	ENSG00000176406	protein_coding	RIMS2	regulating synaptic membrane exocytosis 2 [Source:HGNC Symbol;Acc:HGNC:17283]
ENSG00000135900	0	0	0	1	0	0	ENSG00000135900	protein_coding	MRPL44	mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:HGNC:16650]
ENSG00000138443	0	0	0	1	0	0	ENSG00000138443	protein_coding	ABI2	abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011]
ENSG00000161798	0	0	0	1	0	0	ENSG00000161798	protein_coding	AQP5	aquaporin 5 [Source:HGNC Symbol;Acc:HGNC:638]
ENSG00000116898	0	0	0	1	0	0	ENSG00000116898	protein_coding	MRPS15	mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504]
ENSG00000130294	0	0	0	1	1	0	ENSG00000130294	protein_coding	KIF1A	kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]
ENSG00000129244	0	0	0	1	0	0	ENSG00000129244	protein_coding	ATP1B2	ATPase Na+/K+ transporting subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:805]
ENSG00000163872	0	0	0	1	0	1	ENSG00000163872	protein_coding	YEATS2	YEATS domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25489]
ENSG00000196169	0	0	0	1	1	0	ENSG00000196169	protein_coding	KIF19	kinesin family member 19 [Source:HGNC Symbol;Acc:HGNC:26735]
ENSG00000108561	0	0	0	1	0	0	ENSG00000108561	protein_coding	C1QBP	complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243]
ENSG00000163530	0	0	0	1	0	1	ENSG00000163530	protein_coding	DPPA2	developmental pluripotency associated 2 [Source:HGNC Symbol;Acc:HGNC:19197]
ENSG00000185924	0	0	0	1	0	0	ENSG00000185924	protein_coding	RTN4RL1	reticulon 4 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21329]
ENSG00000141349	0	0	0	1	0	0	ENSG00000141349	protein_coding	G6PC3	glucose-6-phosphatase catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:24861]
ENSG00000164430	0	0	0	1	0	1	ENSG00000164430	protein_coding	CGAS	cyclic GMP-AMP synthase [Source:HGNC Symbol;Acc:HGNC:21367]
ENSG00000171532	0	0	0	1	0	0	ENSG00000171532	protein_coding	NEUROD2	neuronal differentiation 2 [Source:HGNC Symbol;Acc:HGNC:7763]
ENSG00000156931	0	0	0	1	0	0	ENSG00000156931	protein_coding	VPS8	VPS8 subunit of CORVET complex [Source:HGNC Symbol;Acc:HGNC:29122]
ENSG00000063660	0	0	0	1	0	0	ENSG00000063660	protein_coding	GPC1	glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]
ENSG00000167964	0	0	0	1	0	0	ENSG00000167964	protein_coding	RAB26	RAB26, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14259]
ENSG00000125691	0	0	0	1	0	0	ENSG00000125691	protein_coding	RPL23	ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10316]
ENSG00000082397	0	0	0	1	0	1	ENSG00000082397	protein_coding	EPB41L3	erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]
ENSG00000120075	0	0	0	1	0	0	ENSG00000120075	protein_coding	HOXB5	homeobox B5 [Source:HGNC Symbol;Acc:HGNC:5116]
ENSG00000169884	0	0	0	1	0	1	ENSG00000169884	protein_coding	WNT10B	Wnt family member 10B [Source:HGNC Symbol;Acc:HGNC:12775]
ENSG00000273274	0	0	0	1	1	1	ENSG00000273274	protein_coding	ZBTB8B	zinc finger and BTB domain containing 8B [Source:HGNC Symbol;Acc:HGNC:37057]
ENSG00000072274	0	0	0	1	0	1	ENSG00000072274	protein_coding	TFRC	transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763]
ENSG00000167780	0	0	0	1	1	0	ENSG00000167780	protein_coding	SOAT2	sterol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:11178]
ENSG00000273706	0	0	0	1	0	0	ENSG00000273706	protein_coding	LHX1	LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6593]
ENSG00000120068	0	0	0	1	0	0	ENSG00000120068	protein_coding	HOXB8	homeobox B8 [Source:HGNC Symbol;Acc:HGNC:5119]
ENSG00000142327	0	0	0	1	0	0	ENSG00000142327	protein_coding	RNPEPL1	arginyl aminopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:10079]
ENSG00000178467	0	0	0	1	0	0	ENSG00000178467	protein_coding	P4HTM	prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]
ENSG00000143819	0	0	0	1	0	0	ENSG00000143819	protein_coding	EPHX1	epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401]
ENSG00000260027	0	0	0	1	0	0	ENSG00000260027	protein_coding	HOXB7	homeobox B7 [Source:HGNC Symbol;Acc:HGNC:5118]
ENSG00000272636	0	0	0	1	0	0	ENSG00000272636	protein_coding	DOC2B	double C2 domain beta [Source:HGNC Symbol;Acc:HGNC:2986]
ENSG00000128791	0	0	0	1	0	0	ENSG00000128791	protein_coding	TWSG1	twisted gastrulation BMP signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:12429]
ENSG00000135338	0	0	0	1	0	0	ENSG00000135338	protein_coding	LCA5	lebercilin LCA5 [Source:HGNC Symbol;Acc:HGNC:31923]
ENSG00000141504	0	0	0	1	0	0	ENSG00000141504	protein_coding	SAT2	spermidine/spermine N1-acetyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:23160]
ENSG00000112893	0	0	0	1	0	0	ENSG00000112893	protein_coding	MAN2A1	mannosidase alpha class 2A member 1 [Source:HGNC Symbol;Acc:HGNC:6824]
ENSG00000184697	0	0	0	1	0	1	ENSG00000184697	protein_coding	CLDN6	claudin 6 [Source:HGNC Symbol;Acc:HGNC:2048]
ENSG00000125319	0	0	0	1	0	0	ENSG00000125319	protein_coding	HROB	homologous recombination factor with OB-fold [Source:HGNC Symbol;Acc:HGNC:28460]
ENSG00000160801	0	0	0	1	0	0	ENSG00000160801	protein_coding	PTH1R	parathyroid hormone 1 receptor [Source:HGNC Symbol;Acc:HGNC:9608]
ENSG00000108578	0	0	0	1	0	0	ENSG00000108578	protein_coding	BLMH	bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]
ENSG00000142494	0	0	0	1	0	1	ENSG00000142494	protein_coding	SLC47A1	solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]
ENSG00000213853	0	0	0	1	0	0	ENSG00000213853	protein_coding	EMP2	epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]
ENSG00000259207	0	0	0	1	0	1	ENSG00000259207	protein_coding	ITGB3	integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]
ENSG00000101680	0	0	0	1	0	0	ENSG00000101680	protein_coding	LAMA1	laminin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6481]
ENSG00000065320	0	0	0	1	0	0	ENSG00000065320	protein_coding	NTN1	netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]
ENSG00000145198	0	0	0	1	0	0	ENSG00000145198	protein_coding	VWA5B2	von Willebrand factor A domain containing 5B2 [Source:HGNC Symbol;Acc:HGNC:25144]
ENSG00000130182	0	0	0	1	0	1	ENSG00000130182	protein_coding	ZSCAN10	zinc finger and SCAN domain containing 10 [Source:HGNC Symbol;Acc:HGNC:12997]
ENSG00000189280	0	0	0	1	0	0	ENSG00000189280	protein_coding	GJB5	gap junction protein beta 5 [Source:HGNC Symbol;Acc:HGNC:4287]
ENSG00000142731	0	0	0	1	0	1	ENSG00000142731	protein_coding	PLK4	polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]
ENSG00000167779	0	0	0	1	0	0	ENSG00000167779	protein_coding	IGFBP6	insulin like growth factor binding protein 6 [Source:HGNC Symbol;Acc:HGNC:5475]
ENSG00000167768	0	0	0	1	0	0	ENSG00000167768	protein_coding	KRT1	keratin 1 [Source:HGNC Symbol;Acc:HGNC:6412]
ENSG00000065361	0	0	0	1	0	0	ENSG00000065361	protein_coding	ERBB3	erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]
ENSG00000091972	0	0	0	1	0	1	ENSG00000091972	protein_coding	CD200	CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]
ENSG00000164125	0	0	0	1	0	0	ENSG00000164125	protein_coding	GASK1B	golgi associated kinase 1B [Source:HGNC Symbol;Acc:HGNC:25312]
ENSG00000121064	0	0	0	1	0	0	ENSG00000121064	protein_coding	SCPEP1	serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507]
ENSG00000204186	0	0	0	1	0	0	ENSG00000204186	protein_coding	ZDBF2	zinc finger DBF-type containing 2 [Source:HGNC Symbol;Acc:HGNC:29313]
ENSG00000182197	0	0	0	1	1	0	ENSG00000182197	protein_coding	EXT1	exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]
ENSG00000101577	0	0	0	1	0	0	ENSG00000101577	protein_coding	LPIN2	lipin 2 [Source:HGNC Symbol;Acc:HGNC:14450]
ENSG00000183840	0	0	0	1	0	0	ENSG00000183840	protein_coding	GPR39	G protein-coupled receptor 39 [Source:HGNC Symbol;Acc:HGNC:4496]
