gene	BeWo.KD	Plac1.CT27	Plac1.CT29	gene	gene_biotype	external_gene_name	description
ENSG00000154803	1	0	0	ENSG00000154803	protein_coding	FLCN	folliculin [Source:HGNC Symbol;Acc:HGNC:27310]
ENSG00000155980	1	0	0	ENSG00000155980	protein_coding	KIF5A	kinesin family member 5A [Source:HGNC Symbol;Acc:HGNC:6323]
ENSG00000157368	1	0	0	ENSG00000157368	protein_coding	IL34	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]
ENSG00000157782	1	0	0	ENSG00000157782	protein_coding	CABP1	calcium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1384]
ENSG00000159556	1	0	0	ENSG00000159556	protein_coding	ISL2	ISL LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:18524]
ENSG00000159648	1	0	0	ENSG00000159648	protein_coding	TEPP	testis, prostate and placenta expressed [Source:HGNC Symbol;Acc:HGNC:33745]
ENSG00000159713	1	1	0	ENSG00000159713	protein_coding	TPPP3	tubulin polymerization promoting protein family member 3 [Source:HGNC Symbol;Acc:HGNC:24162]
ENSG00000159714	1	0	0	ENSG00000159714	protein_coding	ZDHHC1	zinc finger DHHC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:17916]
ENSG00000159842	1	0	0	ENSG00000159842	protein_coding	ABR	ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]
ENSG00000161682	1	0	0	ENSG00000161682	protein_coding	FAM171A2	family with sequence similarity 171 member A2 [Source:HGNC Symbol;Acc:HGNC:30480]
ENSG00000161905	1	0	0	ENSG00000161905	protein_coding	ALOX15	arachidonate 15-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:433]
ENSG00000161944	1	0	0	ENSG00000161944	protein_coding	ASGR2	asialoglycoprotein receptor 2 [Source:HGNC Symbol;Acc:HGNC:743]
ENSG00000165475	1	0	0	ENSG00000165475	protein_coding	CRYL1	crystallin lambda 1 [Source:HGNC Symbol;Acc:HGNC:18246]
ENSG00000165548	1	0	0	ENSG00000165548	protein_coding	TMEM63C	transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787]
ENSG00000165821	1	0	0	ENSG00000165821	protein_coding	SALL2	spalt like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10526]
ENSG00000165959	1	0	0	ENSG00000165959	protein_coding	CLMN	calmin [Source:HGNC Symbol;Acc:HGNC:19972]
ENSG00000166046	1	0	0	ENSG00000166046	protein_coding	TCP11L2	t-complex 11 like 2 [Source:HGNC Symbol;Acc:HGNC:28627]
ENSG00000166428	1	0	0	ENSG00000166428	protein_coding	PLD4	phospholipase D family member 4 [Source:HGNC Symbol;Acc:HGNC:23792]
ENSG00000166450	1	0	0	ENSG00000166450	protein_coding	PRTG	protogenin [Source:HGNC Symbol;Acc:HGNC:26373]
ENSG00000166473	1	0	0	ENSG00000166473	protein_coding	PKD1L2	polycystin 1 like 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:21715]
ENSG00000166546	1	0	0	ENSG00000166546	protein_coding	BEAN1	brain expressed associated with NEDD4 1 [Source:HGNC Symbol;Acc:HGNC:24160]
ENSG00000166596	1	0	0	ENSG00000166596	protein_coding	CFAP52	cilia and flagella associated protein 52 [Source:HGNC Symbol;Acc:HGNC:16053]
ENSG00000166762	1	0	0	ENSG00000166762	protein_coding	CATSPER2	cation channel sperm associated 2 [Source:HGNC Symbol;Acc:HGNC:18810]
ENSG00000166816	1	0	0	ENSG00000166816	protein_coding	LDHD	lactate dehydrogenase D [Source:HGNC Symbol;Acc:HGNC:19708]
ENSG00000166825	1	0	1	ENSG00000166825	protein_coding	ANPEP	alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:500]
ENSG00000167004	1	0	0	ENSG00000167004	protein_coding	PDIA3	protein disulfide isomerase family A member 3 [Source:HGNC Symbol;Acc:HGNC:4606]
ENSG00000167107	1	0	0	ENSG00000167107	protein_coding	ACSF2	acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]
ENSG00000167178	1	0	0	ENSG00000167178	protein_coding	ISLR2	immunoglobulin superfamily containing leucine rich repeat 2 [Source:HGNC Symbol;Acc:HGNC:29286]
ENSG00000167371	1	0	0	ENSG00000167371	protein_coding	PRRT2	proline rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30500]
ENSG00000167711	1	0	0	ENSG00000167711	protein_coding	SERPINF2	serpin family F member 2 [Source:HGNC Symbol;Acc:HGNC:9075]
ENSG00000167861	1	0	0	ENSG00000167861	protein_coding	HID1	HID1 domain containing [Source:HGNC Symbol;Acc:HGNC:15736]
ENSG00000167972	1	0	0	ENSG00000167972	protein_coding	ABCA3	ATP binding cassette subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:33]
ENSG00000168140	1	1	0	ENSG00000168140	protein_coding	VASN	vasorin [Source:HGNC Symbol;Acc:HGNC:18517]
ENSG00000168398	1	1	0	ENSG00000168398	protein_coding	BDKRB2	bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]
ENSG00000168404	1	0	0	ENSG00000168404	protein_coding	MLKL	mixed lineage kinase domain like pseudokinase [Source:HGNC Symbol;Acc:HGNC:26617]
ENSG00000168646	1	0	0	ENSG00000168646	protein_coding	AXIN2	axin 2 [Source:HGNC Symbol;Acc:HGNC:904]
ENSG00000169783	1	0	0	ENSG00000169783	protein_coding	LINGO1	leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21205]
ENSG00000169896	1	0	0	ENSG00000169896	protein_coding	ITGAM	integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]
ENSG00000170222	1	0	0	ENSG00000170222	protein_coding	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent [Source:HGNC Symbol;Acc:HGNC:30925]
ENSG00000170345	1	0	0	ENSG00000170345	protein_coding	FOS	Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]
ENSG00000170921	1	0	0	ENSG00000170921	protein_coding	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:HGNC Symbol;Acc:HGNC:30212]
ENSG00000171956	1	0	0	ENSG00000171956	protein_coding	FOXB1	forkhead box B1 [Source:HGNC Symbol;Acc:HGNC:3799]
ENSG00000172137	1	0	0	ENSG00000172137	protein_coding	CALB2	calbindin 2 [Source:HGNC Symbol;Acc:HGNC:1435]
ENSG00000172379	1	0	0	ENSG00000172379	protein_coding	ARNT2	aryl hydrocarbon receptor nuclear translocator 2 [Source:HGNC Symbol;Acc:HGNC:16876]
ENSG00000172575	1	0	0	ENSG00000172575	protein_coding	RASGRP1	RAS guanyl releasing protein 1 [Source:HGNC Symbol;Acc:HGNC:9878]
ENSG00000172828	1	0	0	ENSG00000172828	protein_coding	CES3	carboxylesterase 3 [Source:HGNC Symbol;Acc:HGNC:1865]
ENSG00000172915	1	0	0	ENSG00000172915	protein_coding	NBEA	neurobeachin [Source:HGNC Symbol;Acc:HGNC:7648]
ENSG00000173546	1	0	0	ENSG00000173546	protein_coding	CSPG4	chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:2466]
ENSG00000173575	1	0	0	ENSG00000173575	protein_coding	CHD2	chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]
ENSG00000173988	1	0	0	ENSG00000173988	protein_coding	LRRC63	leucine rich repeat containing 63 [Source:HGNC Symbol;Acc:HGNC:34296]
ENSG00000174327	1	0	0	ENSG00000174327	protein_coding	SLC16A13	solute carrier family 16 member 13 [Source:HGNC Symbol;Acc:HGNC:31037]
ENSG00000174485	1	0	0	ENSG00000174485	protein_coding	DENND4A	DENN domain containing 4A [Source:HGNC Symbol;Acc:HGNC:24321]
ENSG00000175155	1	0	0	ENSG00000175155	protein_coding	YPEL2	yippee like 2 [Source:HGNC Symbol;Acc:HGNC:18326]
ENSG00000175197	1	0	0	ENSG00000175197	protein_coding	DDIT3	DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]
ENSG00000176046	1	0	0	ENSG00000176046	protein_coding	NUPR1	nuclear protein 1, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29990]
ENSG00000176170	1	0	0	ENSG00000176170	protein_coding	SPHK1	sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]
ENSG00000176383	1	0	0	ENSG00000176383	protein_coding	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:15683]
ENSG00000176387	1	0	0	ENSG00000176387	protein_coding	HSD11B2	hydroxysteroid 11-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5209]
ENSG00000177200	1	0	0	ENSG00000177200	protein_coding	CHD9	chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]
ENSG00000178607	1	0	0	ENSG00000178607	protein_coding	ERN1	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]
ENSG00000178852	1	0	0	ENSG00000178852	protein_coding	EFCAB13	EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864]
ENSG00000179094	1	0	0	ENSG00000179094	protein_coding	PER1	period circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:8845]
ENSG00000179111	1	0	0	ENSG00000179111	protein_coding	HES7	hes family bHLH transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:15977]
ENSG00000179148	1	0	0	ENSG00000179148	protein_coding	ALOXE3	arachidonate lipoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:13743]
ENSG00000179454	1	0	0	ENSG00000179454	protein_coding	KLHL28	kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741]
ENSG00000179477	1	0	0	ENSG00000179477	protein_coding	ALOX12B	arachidonate 12-lipoxygenase, 12R type [Source:HGNC Symbol;Acc:HGNC:430]
ENSG00000179776	1	0	0	ENSG00000179776	protein_coding	CDH5	cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]
ENSG00000179912	1	0	0	ENSG00000179912	protein_coding	R3HDM2	R3H domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29167]
ENSG00000180340	1	0	0	ENSG00000180340	protein_coding	FZD2	frizzled class receptor 2 [Source:HGNC Symbol;Acc:HGNC:4040]
ENSG00000180730	1	0	0	ENSG00000180730	protein_coding	SHISA2	shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]
ENSG00000181513	1	0	0	ENSG00000181513	protein_coding	ACBD4	acyl-CoA binding domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23337]
ENSG00000182185	1	0	0	ENSG00000182185	protein_coding	RAD51B	RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]
ENSG00000182575	1	0	0	ENSG00000182575	protein_coding	NXPH3	neurexophilin 3 [Source:HGNC Symbol;Acc:HGNC:8077]
ENSG00000182782	1	0	0	ENSG00000182782	protein_coding	HCAR2	hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827]
ENSG00000182809	1	0	0	ENSG00000182809	protein_coding	CRIP2	cysteine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361]
ENSG00000182870	1	0	0	ENSG00000182870	protein_coding	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131]
ENSG00000183018	1	0	0	ENSG00000183018	protein_coding	SPNS2	sphingolipid transporter 2 [Source:HGNC Symbol;Acc:HGNC:26992]
ENSG00000183153	1	0	0	ENSG00000183153	protein_coding	GJD3	gap junction protein delta 3 [Source:HGNC Symbol;Acc:HGNC:19147]
ENSG00000183160	1	0	0	ENSG00000183160	protein_coding	TMEM119	transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884]
ENSG00000183484	1	0	0	ENSG00000183484	protein_coding	GPR132	G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]
ENSG00000183496	1	0	0	ENSG00000183496	protein_coding	MEX3B	mex-3 RNA binding family member B [Source:HGNC Symbol;Acc:HGNC:25297]
ENSG00000184922	1	0	0	ENSG00000184922	protein_coding	FMNL1	formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]
ENSG00000185046	1	0	0	ENSG00000185046	protein_coding	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]
ENSG00000185215	1	0	0	ENSG00000185215	protein_coding	TNFAIP2	TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]
ENSG00000185352	1	0	0	ENSG00000185352	protein_coding	HS6ST3	heparan sulfate 6-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:19134]
ENSG00000185567	1	0	0	ENSG00000185567	protein_coding	AHNAK2	AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125]
ENSG00000185615	1	0	0	ENSG00000185615	protein_coding	PDIA2	protein disulfide isomerase family A member 2 [Source:HGNC Symbol;Acc:HGNC:14180]
ENSG00000185650	1	0	0	ENSG00000185650	protein_coding	ZFP36L1	ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]
ENSG00000185905	1	0	0	ENSG00000185905	protein_coding	C16orf54	chromosome 16 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26649]
ENSG00000185950	1	1	0	ENSG00000185950	protein_coding	IRS2	insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]
ENSG00000186834	1	0	0	ENSG00000186834	protein_coding	HEXIM1	HEXIM P-TEFb complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24953]
ENSG00000186868	1	0	0	ENSG00000186868	protein_coding	MAPT	microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]
ENSG00000187105	1	0	0	ENSG00000187105	protein_coding	HEATR4	HEAT repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:16761]
ENSG00000187535	1	0	0	ENSG00000187535	protein_coding	IFT140	intraflagellar transport 140 [Source:HGNC Symbol;Acc:HGNC:29077]
ENSG00000187959	1	0	0	ENSG00000187959	protein_coding	CPSF4L	cleavage and polyadenylation specific factor 4 like [Source:HGNC Symbol;Acc:HGNC:33632]
ENSG00000188026	1	0	0	ENSG00000188026	protein_coding	RILPL1	Rab interacting lysosomal protein like 1 [Source:HGNC Symbol;Acc:HGNC:26814]
ENSG00000188089	1	0	0	ENSG00000188089	protein_coding	PLA2G4E	phospholipase A2 group IVE [Source:HGNC Symbol;Acc:HGNC:24791]
ENSG00000188549	1	0	0	ENSG00000188549	protein_coding	CCDC9B	coiled-coil domain containing 9B [Source:HGNC Symbol;Acc:HGNC:33488]
ENSG00000188779	1	0	0	ENSG00000188779	protein_coding	SKOR1	SKI family transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:21326]
ENSG00000188811	1	1	0	ENSG00000188811	protein_coding	NHLRC3	NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]
ENSG00000189067	1	0	0	ENSG00000189067	protein_coding	LITAF	lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]
ENSG00000196155	1	0	0	ENSG00000196155	protein_coding	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
ENSG00000196405	1	0	0	ENSG00000196405	protein_coding	EVL	Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]
ENSG00000196470	1	0	0	ENSG00000196470	protein_coding	SIAH1	siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857]
ENSG00000196917	1	0	0	ENSG00000196917	protein_coding	HCAR1	hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532]
ENSG00000197471	1	0	0	ENSG00000197471	protein_coding	SPN	sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]
ENSG00000197930	1	0	0	ENSG00000197930	protein_coding	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]
ENSG00000197978	1	0	0	ENSG00000197978	protein_coding	GOLGA6L9	golgin A6 family like 9 [Source:HGNC Symbol;Acc:HGNC:37229]
ENSG00000198650	1	0	0	ENSG00000198650	protein_coding	TAT	tyrosine aminotransferase [Source:HGNC Symbol;Acc:HGNC:11573]
ENSG00000198673	1	0	0	ENSG00000198673	protein_coding	TAFA2	TAFA chemokine like family member 2 [Source:HGNC Symbol;Acc:HGNC:21589]
ENSG00000198732	1	0	0	ENSG00000198732	protein_coding	SMOC1	SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]
ENSG00000198933	1	0	0	ENSG00000198933	protein_coding	TBKBP1	TBK1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:30140]
ENSG00000204583	1	0	0	ENSG00000204583	protein_coding	LRCOL1	leucine rich colipase like 1 [Source:HGNC Symbol;Acc:HGNC:44160]
ENSG00000205436	1	0	0	ENSG00000205436	protein_coding	EXOC3L4	exocyst complex component 3 like 4 [Source:HGNC Symbol;Acc:HGNC:20120]
ENSG00000205456	1	0	0	ENSG00000205456	protein_coding	TP53TG3D	TP53 target 3D [Source:HGNC Symbol;Acc:HGNC:44657]
ENSG00000214274	1	0	0	ENSG00000214274	protein_coding	ANG	angiogenin [Source:HGNC Symbol;Acc:HGNC:483]
ENSG00000223572	1	0	0	ENSG00000223572	protein_coding	CKMT1A	creatine kinase, mitochondrial 1A [Source:HGNC Symbol;Acc:HGNC:31736]
ENSG00000235194	1	0	0	ENSG00000235194	protein_coding	PPP1R3E	protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943]
ENSG00000237289	1	0	0	ENSG00000237289	protein_coding	CKMT1B	creatine kinase, mitochondrial 1B [Source:HGNC Symbol;Acc:HGNC:1995]
ENSG00000240771	1	0	0	ENSG00000240771	protein_coding	ARHGEF25	Rho guanine nucleotide exchange factor 25 [Source:HGNC Symbol;Acc:HGNC:30275]
ENSG00000242866	1	0	0	ENSG00000242866	protein_coding	STRC	stereocilin [Source:HGNC Symbol;Acc:HGNC:16035]
ENSG00000255398	1	0	0	ENSG00000255398	protein_coding	HCAR3	hydroxycarboxylic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:16824]
ENSG00000256806	1	0	0	ENSG00000256806	protein_coding	C17orf100	chromosome 17 open reading frame 100 [Source:HGNC Symbol;Acc:HGNC:34494]
ENSG00000259024	1	0	0	ENSG00000259024	protein_coding	TVP23C-CDRT4	TVP23C-CDRT4 readthrough [Source:HGNC Symbol;Acc:HGNC:42961]
ENSG00000261652	1	0	0	ENSG00000261652	protein_coding	PIERCE2	piercer of microtubule wall 2 [Source:HGNC Symbol;Acc:HGNC:44654]
ENSG00000266826	1	0	0	ENSG00000266826	protein_coding	IGBP1P2	immunoglobulin (CD79A) binding protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43611]
ENSG00000274180	1	0	0	ENSG00000274180	protein_coding	NATD1	N-acetyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30770]
ENSG00000274512	1	0	0	ENSG00000274512	protein_coding	TBC1D3L	TBC1 domain family member 3L [Source:HGNC Symbol;Acc:HGNC:51246]
ENSG00000275954	1	0	0	ENSG00000275954	protein_coding	TBC1D3F	TBC1 domain family member 3F [Source:HGNC Symbol;Acc:HGNC:18257]
ENSG00000277363	1	0	0	ENSG00000277363	protein_coding	SRCIN1	SRC kinase signaling inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:29506]
ENSG00000007047	1	0	0	ENSG00000007047	protein_coding	MARK4	microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]
ENSG00000010310	1	0	0	ENSG00000010310	protein_coding	GIPR	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271]
ENSG00000017797	1	0	0	ENSG00000017797	protein_coding	RALBP1	ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]
ENSG00000022267	1	0	0	ENSG00000022267	protein_coding	FHL1	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]
ENSG00000044446	1	0	0	ENSG00000044446	protein_coding	PHKA2	phosphorylase kinase regulatory subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8926]
ENSG00000049759	1	0	0	ENSG00000049759	protein_coding	NEDD4L	NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]
ENSG00000050030	1	0	0	ENSG00000050030	protein_coding	NEXMIF	neurite extension and migration factor [Source:HGNC Symbol;Acc:HGNC:29433]
ENSG00000054611	1	0	0	ENSG00000054611	protein_coding	TBC1D22A	TBC1 domain family member 22A [Source:HGNC Symbol;Acc:HGNC:1309]
ENSG00000056487	1	0	0	ENSG00000056487	protein_coding	PHF21B	PHD finger protein 21B [Source:HGNC Symbol;Acc:HGNC:25161]
ENSG00000061656	1	0	0	ENSG00000061656	protein_coding	SPAG4	sperm associated antigen 4 [Source:HGNC Symbol;Acc:HGNC:11214]
ENSG00000063180	1	0	0	ENSG00000063180	protein_coding	CA11	carbonic anhydrase 11 [Source:HGNC Symbol;Acc:HGNC:1370]
ENSG00000064787	1	0	0	ENSG00000064787	protein_coding	BCAS1	brain enriched myelin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:974]
ENSG00000065717	1	0	0	ENSG00000065717	protein_coding	TLE2	TLE family member 2, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11838]
ENSG00000070404	1	1	0	ENSG00000070404	protein_coding	FSTL3	follistatin like 3 [Source:HGNC Symbol;Acc:HGNC:3973]
ENSG00000072954	1	0	0	ENSG00000072954	protein_coding	TMEM38A	transmembrane protein 38A [Source:HGNC Symbol;Acc:HGNC:28462]
ENSG00000075275	1	1	0	ENSG00000075275	protein_coding	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1 [Source:HGNC Symbol;Acc:HGNC:1850]
ENSG00000076716	1	0	0	ENSG00000076716	protein_coding	GPC4	glypican 4 [Source:HGNC Symbol;Acc:HGNC:4452]
ENSG00000076770	1	0	0	ENSG00000076770	protein_coding	MBNL3	muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]
ENSG00000076826	1	0	0	ENSG00000076826	protein_coding	CAMSAP3	calmodulin regulated spectrin associated protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29307]
ENSG00000079482	1	0	0	ENSG00000079482	protein_coding	OPHN1	oligophrenin 1 [Source:HGNC Symbol;Acc:HGNC:8148]
ENSG00000079805	1	0	0	ENSG00000079805	protein_coding	DNM2	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]
ENSG00000087074	1	0	0	ENSG00000087074	protein_coding	PPP1R15A	protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]
ENSG00000087076	1	0	0	ENSG00000087076	protein_coding	HSD17B14	hydroxysteroid 17-beta dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:23238]
ENSG00000088002	1	0	0	ENSG00000088002	protein_coding	SULT2B1	sulfotransferase family 2B member 1 [Source:HGNC Symbol;Acc:HGNC:11459]
ENSG00000088881	1	0	0	ENSG00000088881	protein_coding	EBF4	EBF family member 4 [Source:HGNC Symbol;Acc:HGNC:29278]
ENSG00000089351	1	0	0	ENSG00000089351	protein_coding	GRAMD1A	GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]
ENSG00000089472	1	0	0	ENSG00000089472	protein_coding	HEPH	hephaestin [Source:HGNC Symbol;Acc:HGNC:4866]
ENSG00000089820	1	0	0	ENSG00000089820	protein_coding	ARHGAP4	Rho GTPase activating protein 4 [Source:HGNC Symbol;Acc:HGNC:674]
ENSG00000090661	1	0	0	ENSG00000090661	protein_coding	CERS4	ceramide synthase 4 [Source:HGNC Symbol;Acc:HGNC:23747]
ENSG00000095932	1	0	0	ENSG00000095932	protein_coding	SMIM24	small integral membrane protein 24 [Source:HGNC Symbol;Acc:HGNC:37244]
ENSG00000099617	1	0	0	ENSG00000099617	protein_coding	EFNA2	ephrin A2 [Source:HGNC Symbol;Acc:HGNC:3222]
ENSG00000099875	1	0	0	ENSG00000099875	protein_coding	MKNK2	MAPK interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:7111]
ENSG00000099953	1	0	0	ENSG00000099953	protein_coding	MMP11	matrix metallopeptidase 11 [Source:HGNC Symbol;Acc:HGNC:7157]
ENSG00000099954	1	0	0	ENSG00000099954	protein_coding	CECR2	CECR2 histone acetyl-lysine reader [Source:HGNC Symbol;Acc:HGNC:1840]
ENSG00000100027	1	0	0	ENSG00000100027	protein_coding	YPEL1	yippee like 1 [Source:HGNC Symbol;Acc:HGNC:12845]
ENSG00000100097	1	0	0	ENSG00000100097	protein_coding	LGALS1	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]
ENSG00000100170	1	0	0	ENSG00000100170	protein_coding	SLC5A1	solute carrier family 5 member 1 [Source:HGNC Symbol;Acc:HGNC:11036]
ENSG00000100271	1	0	0	ENSG00000100271	protein_coding	TTLL1	TTL family tubulin polyglutamylase complex subunit L1 [Source:HGNC Symbol;Acc:HGNC:1312]
ENSG00000100300	1	1	0	ENSG00000100300	protein_coding	TSPO	translocator protein [Source:HGNC Symbol;Acc:HGNC:1158]
ENSG00000100342	1	0	0	ENSG00000100342	protein_coding	APOL1	apolipoprotein L1 [Source:HGNC Symbol;Acc:HGNC:618]
ENSG00000100985	1	0	0	ENSG00000100985	protein_coding	MMP9	matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176]
ENSG00000101197	1	0	0	ENSG00000101197	protein_coding	BIRC7	baculoviral IAP repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:13702]
ENSG00000101198	1	0	0	ENSG00000101198	protein_coding	NKAIN4	sodium/potassium transporting ATPase interacting 4 [Source:HGNC Symbol;Acc:HGNC:16191]
ENSG00000101255	1	0	0	ENSG00000101255	protein_coding	TRIB3	tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:16228]
ENSG00000101400	1	0	0	ENSG00000101400	protein_coding	SNTA1	syntrophin alpha 1 [Source:HGNC Symbol;Acc:HGNC:11167]
ENSG00000101447	1	0	0	ENSG00000101447	protein_coding	FAM83D	family with sequence similarity 83 member D [Source:HGNC Symbol;Acc:HGNC:16122]
ENSG00000101470	1	0	0	ENSG00000101470	protein_coding	TNNC2	troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]
ENSG00000101493	1	0	0	ENSG00000101493	protein_coding	ZNF516	zinc finger protein 516 [Source:HGNC Symbol;Acc:HGNC:28990]
ENSG00000101605	1	0	0	ENSG00000101605	protein_coding	MYOM1	myomesin 1 [Source:HGNC Symbol;Acc:HGNC:7613]
ENSG00000101670	1	0	0	ENSG00000101670	protein_coding	LIPG	lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]
ENSG00000101883	1	0	0	ENSG00000101883	protein_coding	RHOXF1	Rhox homeobox family member 1 [Source:HGNC Symbol;Acc:HGNC:29993]
ENSG00000101955	1	0	0	ENSG00000101955	protein_coding	SRPX	sushi repeat containing protein X-linked [Source:HGNC Symbol;Acc:HGNC:11309]
ENSG00000101966	1	0	0	ENSG00000101966	protein_coding	XIAP	X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:HGNC:592]
ENSG00000102001	1	0	0	ENSG00000102001	protein_coding	CACNA1F	calcium voltage-gated channel subunit alpha1 F [Source:HGNC Symbol;Acc:HGNC:1393]
