gene	rTS_SCR	e13.5_WT	e18.5_WT	gene	external_gene_name	gene_biotype	description
ENSRNOG00000011373	1	0	0	ENSRNOG00000011373	Reep4	protein_coding	receptor accessory protein 4 [Source:RGD Symbol;Acc:1306561]
ENSRNOG00000011407	1	0	0	ENSRNOG00000011407	Prag1	protein_coding	PEAK1 related kinase activating pseudokinase 1 [Source:RGD Symbol;Acc:1311793]
ENSRNOG00000011423	1	0	1	ENSRNOG00000011423	Pitx1	protein_coding	paired-like homeodomain 1 [Source:RGD Symbol;Acc:69253]
ENSRNOG00000011427	1	0	0	ENSRNOG00000011427	Hr	protein_coding	HR, lysine demethylase and nuclear receptor corepressor [Source:RGD Symbol;Acc:620634]
ENSRNOG00000011518	1	1	0	ENSRNOG00000011518	Dusp26	protein_coding	dual specificity phosphatase 26 [Source:RGD Symbol;Acc:1310090]
ENSRNOG00000011688	1	0	0	ENSRNOG00000011688	Neil3	protein_coding	nei-like DNA glycosylase 3 [Source:RGD Symbol;Acc:1310562]
ENSRNOG00000011881	1	0	0	ENSRNOG00000011881	Slc25a15	protein_coding	solute carrier family 25 member 15 [Source:RGD Symbol;Acc:1311488]
ENSRNOG00000011921	1	1	0	ENSRNOG00000011921	Dusp4	protein_coding	dual specificity phosphatase 4 [Source:RGD Symbol;Acc:620625]
ENSRNOG00000012037	1	1	0	ENSRNOG00000012037	Galnt7	protein_coding	polypeptide N-acetylgalactosaminyltransferase 7 [Source:RGD Symbol;Acc:620362]
ENSRNOG00000012049	1	1	1	ENSRNOG00000012049	Sox7	protein_coding	SRY-box transcription factor 7 [Source:RGD Symbol;Acc:1310038]
ENSRNOG00000012160	1	0	0	ENSRNOG00000012160	Syk	protein_coding	spleen associated tyrosine kinase [Source:RGD Symbol;Acc:3796]
ENSRNOG00000012181	1	0	0	ENSRNOG00000012181	Lpl	protein_coding	lipoprotein lipase [Source:RGD Symbol;Acc:3017]
ENSRNOG00000012325	1	0	0	ENSRNOG00000012325	Adk	protein_coding	adenosine kinase [Source:RGD Symbol;Acc:2046]
ENSRNOG00000012371	1	0	0	ENSRNOG00000012371	Car7	protein_coding	carbonic anhydrase 7 [Source:RGD Symbol;Acc:1306842]
ENSRNOG00000012447	1	0	0	ENSRNOG00000012447	Setd6	protein_coding	SET domain containing 6, protein lysine methyltransferase [Source:RGD Symbol;Acc:1560538]
ENSRNOG00000012674	1	0	0	ENSRNOG00000012674	Adrb3	protein_coding	adrenoceptor beta 3 [Source:RGD Symbol;Acc:2061]
ENSRNOG00000012852	1	0	0	ENSRNOG00000012852	Bin1	protein_coding	bridging integrator 1 [Source:RGD Symbol;Acc:621786]
ENSRNOG00000012878	1	0	0	ENSRNOG00000012878	Atp7b	protein_coding	ATPase copper transporting beta [Source:RGD Symbol;Acc:2180]
ENSRNOG00000012991	1	0	0	ENSRNOG00000012991	Adgra2	protein_coding	adhesion G protein-coupled receptor A2 [Source:RGD Symbol;Acc:2323365]
ENSRNOG00000013061	1	0	0	ENSRNOG00000013061	Tusc3	protein_coding	tumor suppressor candidate 3 [Source:RGD Symbol;Acc:1303318]
ENSRNOG00000013167	1	0	0	ENSRNOG00000013167	Hmgb2l1	protein_coding	high mobility group box 2 [Source:RGD Symbol;Acc:69291]
ENSRNOG00000013248	1	0	0	ENSRNOG00000013248	Wwc2	protein_coding	WW and C2 domain containing 2 [Source:RGD Symbol;Acc:1559427]
ENSRNOG00000013541	1	0	0	ENSRNOG00000013541	Sh2d4a	protein_coding	SH2 domain containing 4A [Source:RGD Symbol;Acc:1307991]
ENSRNOG00000013622	1	0	0	ENSRNOG00000013622	RGD1560813	protein_coding	similar to H2A histone family, member V isoform 1 [Source:RGD Symbol;Acc:1560813]
ENSRNOG00000013658	1	0	0	ENSRNOG00000013658	Nefl	protein_coding	neurofilament light [Source:RGD Symbol;Acc:621458]
ENSRNOG00000013679	1	0	1	ENSRNOG00000013679	Sema4d	protein_coding	semaphorin 4D [Source:RGD Symbol;Acc:1310554]
ENSRNOG00000013717	1	0	0	ENSRNOG00000013717	Bmp6	protein_coding	bone morphogenetic protein 6 [Source:RGD Symbol;Acc:2214]
ENSRNOG00000013721	1	0	0	ENSRNOG00000013721	Nepro	protein_coding	nucleolus and neural progenitor protein [Source:RGD Symbol;Acc:1311458]
ENSRNOG00000013774	1	0	1	ENSRNOG00000013774	Lmnb1	protein_coding	lamin B1 [Source:RGD Symbol;Acc:620522]
ENSRNOG00000013835	1	0	0	ENSRNOG00000013835	Timm8a2	protein_coding	translocase of inner mitochondrial membrane 8A2 [Source:RGD Symbol;Acc:1588172]
ENSRNOG00000014010	1	0	1	ENSRNOG00000014010	Gfra2	protein_coding	GDNF family receptor alpha 2 [Source:RGD Symbol;Acc:61809]
ENSRNOG00000014104	1	0	1	ENSRNOG00000014104	Myo5b	protein_coding	myosin Vb [Source:RGD Symbol;Acc:621347]
ENSRNOG00000014118	1	0	0	ENSRNOG00000014118	Klkb1	protein_coding	kallikrein B1 [Source:RGD Symbol;Acc:67382]
ENSRNOG00000014237	1	0	0	ENSRNOG00000014237	Zfp503	protein_coding	zinc finger protein 503 [Source:RGD Symbol;Acc:1312018]
ENSRNOG00000014264	1	0	1	ENSRNOG00000014264	Phactr1	protein_coding	phosphatase and actin regulator 1 [Source:RGD Symbol;Acc:1303187]
ENSRNOG00000014310	1	0	0	ENSRNOG00000014310	Tmtc4	protein_coding	transmembrane O-mannosyltransferase targeting cadherins 4 [Source:RGD Symbol;Acc:1560183]
ENSRNOG00000014336	1	0	1	ENSRNOG00000014336	Mcm5	protein_coding	minichromosome maintenance complex component 5 [Source:RGD Symbol;Acc:1306616]
ENSRNOG00000014358	1	1	1	ENSRNOG00000014358	Zic5	protein_coding	Zic family member 5 [Source:RGD Symbol;Acc:1310160]
ENSRNOG00000014395	1	0	0	ENSRNOG00000014395	Gli3	protein_coding	GLI family zinc finger 3 [Source:RGD Symbol;Acc:620272]
ENSRNOG00000014520	1	0	0	ENSRNOG00000014520	Ing1	protein_coding	inhibitor of growth family, member 1 [Source:RGD Symbol;Acc:1306330]
ENSRNOG00000014538	1	0	0	ENSRNOG00000014538		protein_coding	
ENSRNOG00000014585	1	0	1	ENSRNOG00000014585	Cfap53	protein_coding	cilia and flagella associated protein 53 [Source:RGD Symbol;Acc:1306734]
ENSRNOG00000014615	1	0	0	ENSRNOG00000014615	Grk6	protein_coding	G protein-coupled receptor kinase 6 [Source:RGD Symbol;Acc:61986]
ENSRNOG00000014645	1	0	0	ENSRNOG00000014645	Aldh7a1	protein_coding	aldehyde dehydrogenase 7 family, member A1 [Source:RGD Symbol;Acc:1308614]
ENSRNOG00000014702	1	0	0	ENSRNOG00000014702	Elovl2	protein_coding	ELOVL fatty acid elongase 2 [Source:RGD Symbol;Acc:1308605]
ENSRNOG00000014723	1	0	0	ENSRNOG00000014723	Cbfa2t3	protein_coding	CBFA2/RUNX1 partner transcriptional co-repressor 3 [Source:RGD Symbol;Acc:1310547]
ENSRNOG00000014745	1	0	0	ENSRNOG00000014745	Pdha1l1	protein_coding	pyruvate dehydrogenase (lipoamide) alpha 1-like 1 [Source:RGD Symbol;Acc:1590190]
ENSRNOG00000014761	1	1	0	ENSRNOG00000014761	Rasd2	protein_coding	RASD family, member 2 [Source:RGD Symbol;Acc:628594]
ENSRNOG00000014776	1	0	1	ENSRNOG00000014776	Adcy7	protein_coding	adenylate cyclase 7 [Source:RGD Symbol;Acc:619966]
ENSRNOG00000015084	1	0	1	ENSRNOG00000015084	Necab2	protein_coding	N-terminal EF-hand calcium binding protein 2 [Source:RGD Symbol;Acc:621844]
ENSRNOG00000015101	1	0	1	ENSRNOG00000015101	Mak	protein_coding	male germ cell-associated kinase [Source:RGD Symbol;Acc:3036]
ENSRNOG00000015113	1	0	0	ENSRNOG00000015113	Mocos	protein_coding	molybdenum cofactor sulfurase [Source:RGD Symbol;Acc:1308496]
ENSRNOG00000015142	1	0	0	ENSRNOG00000015142	Timm21	protein_coding	translocase of inner mitochondrial membrane 21 [Source:RGD Symbol;Acc:1307279]
ENSRNOG00000015275	1	0	1	ENSRNOG00000015275	Ska1	protein_coding	spindle and kinetochore associated complex subunit 1 [Source:RGD Symbol;Acc:1310784]
ENSRNOG00000015335	1	0	0	ENSRNOG00000015335	Rpl13	protein_coding	ribosomal protein L13 [Source:RGD Symbol;Acc:621179]
ENSRNOG00000015401	1	0	0	ENSRNOG00000015401	Mapk4	protein_coding	mitogen-activated protein kinase 4 [Source:RGD Symbol;Acc:3047]
ENSRNOG00000015418	1	0	0	ENSRNOG00000015418	Klhl14	protein_coding	kelch-like family member 14 [Source:RGD Symbol;Acc:1566178]
ENSRNOG00000015582	1	0	0	ENSRNOG00000015582	Me2	protein_coding	malic enzyme 2 [Source:RGD Symbol;Acc:1310321]
ENSRNOG00000015585	1	0	1	ENSRNOG00000015585	Suv39h2	protein_coding	suppressor of variegation 3-9 homolog 2 [Source:RGD Symbol;Acc:1306969]
ENSRNOG00000015666	1	0	1	ENSRNOG00000015666	Abcc12	protein_coding	ATP binding cassette subfamily C member 12 [Source:RGD Symbol;Acc:735100]
ENSRNOG00000015690	1	0	0	ENSRNOG00000015690	Adad2	protein_coding	adenosine deaminase domain containing 2 [Source:RGD Symbol;Acc:1586236]
ENSRNOG00000015895	1	0	0	ENSRNOG00000015895	B4galt6	protein_coding	beta-1,4-galactosyltransferase 6 [Source:RGD Symbol;Acc:71046]
ENSRNOG00000015904	1	0	0	ENSRNOG00000015904	Wfdc1	protein_coding	WAP four-disulfide core domain 1 [Source:RGD Symbol;Acc:68938]
ENSRNOG00000015989	1	0	0	ENSRNOG00000015989	Mrpl32	protein_coding	mitochondrial ribosomal protein L32 [Source:RGD Symbol;Acc:1310541]
ENSRNOG00000016043	1	0	0	ENSRNOG00000016043	Aqp4	protein_coding	aquaporin 4 [Source:RGD Symbol;Acc:2143]
ENSRNOG00000016064	1	0	0	ENSRNOG00000016064	Tkt	protein_coding	transketolase [Source:RGD Symbol;Acc:621036]
ENSRNOG00000016099	1	0	0	ENSRNOG00000016099	Id4	protein_coding	inhibitor of DNA binding 4, HLH protein [Source:RGD Symbol;Acc:631428]
ENSRNOG00000016239	1	0	0	ENSRNOG00000016239	Zadh2	protein_coding	zinc binding alcohol dehydrogenase, domain containing 2 [Source:RGD Symbol;Acc:1309999]
ENSRNOG00000016245	1	0	0	ENSRNOG00000016245	Neto2	protein_coding	neuropilin and tolloid like 2 [Source:RGD Symbol;Acc:1305310]
ENSRNOG00000016281	1	0	0	ENSRNOG00000016281	Col4a1	protein_coding	collagen type IV alpha 1 chain [Source:RGD Symbol;Acc:1307148]
ENSRNOG00000016326	1	0	0	ENSRNOG00000016326	Cx3cl1	protein_coding	C-X3-C motif chemokine ligand 1 [Source:RGD Symbol;Acc:620458]
ENSRNOG00000016420	1	1	1	ENSRNOG00000016420	Serpinb6b	protein_coding	serine (or cysteine) peptidase inhibitor, clade B, member 6b [Source:RGD Symbol;Acc:1310452]
ENSRNOG00000016467	1	0	0	ENSRNOG00000016467	Kctd1	protein_coding	potassium channel tetramerization domain containing 1 [Source:RGD Symbol;Acc:621566]
ENSRNOG00000016684	1	0	1	ENSRNOG00000016684	Wnk2	protein_coding	WNK lysine deficient protein kinase 2 [Source:RGD Symbol;Acc:1307284]
ENSRNOG00000016690	1	0	1	ENSRNOG00000016690	Idi1	protein_coding	isopentenyl-diphosphate delta isomerase 1 [Source:RGD Symbol;Acc:621835]
ENSRNOG00000016695	1	0	0	ENSRNOG00000016695	Mmp2	protein_coding	matrix metallopeptidase 2 [Source:RGD Symbol;Acc:621316]
ENSRNOG00000016758	1	0	0	ENSRNOG00000016758	Loxl2	protein_coding	lysyl oxidase-like 2 [Source:RGD Symbol;Acc:1308435]
ENSRNOG00000016763	1	0	1	ENSRNOG00000016763	Fgfr4	protein_coding	fibroblast growth factor receptor 4 [Source:RGD Symbol;Acc:2612]
ENSRNOG00000016890	1	0	0	ENSRNOG00000016890	Tppp3	protein_coding	tubulin polymerization-promoting protein family member 3 [Source:RGD Symbol;Acc:1305061]
ENSRNOG00000016915	1	1	1	ENSRNOG00000016915	Barx1	protein_coding	BARX homeobox 1 [Source:RGD Symbol;Acc:1310884]
ENSRNOG00000016950	1	0	0	ENSRNOG00000016950	Otud1	protein_coding	OTU deubiquitinase 1 [Source:RGD Symbol;Acc:1563344]
ENSRNOG00000016997	1	1	1	ENSRNOG00000016997	Bnip5	protein_coding	BCL2 interacting protein 5 [Source:RGD Symbol;Acc:1591066]
ENSRNOG00000016998	1	0	0	ENSRNOG00000016998	Atxn1	protein_coding	ataxin 1 [Source:RGD Symbol;Acc:3624]
ENSRNOG00000017032	1	0	0	ENSRNOG00000017032	Atp5f1a	protein_coding	ATP synthase F1 subunit alpha [Source:RGD Symbol;Acc:619993]
ENSRNOG00000017156	1	0	0	ENSRNOG00000017156	Ankle1	protein_coding	ankyrin repeat and LEM domain containing 1 [Source:RGD Symbol;Acc:1308184]
ENSRNOG00000017209	1	0	1	ENSRNOG00000017209	Tubb3	protein_coding	tubulin, beta 3 class III [Source:RGD Symbol;Acc:628595]
ENSRNOG00000017500	1	0	1	ENSRNOG00000017500	Mtss2	protein_coding	MTSS I-BAR domain containing 2 [Source:RGD Symbol;Acc:1309731]
ENSRNOG00000017503	1	0	0	ENSRNOG00000017503	Ppargc1b	protein_coding	PPARG coactivator 1 beta [Source:RGD Symbol;Acc:727948]
ENSRNOG00000017646	1	0	0	ENSRNOG00000017646	RGD1309651	protein_coding	similar to 1190005I06Rik protein [Source:RGD Symbol;Acc:1309651]
ENSRNOG00000017671	1	0	0	ENSRNOG00000017671	Rasa3	protein_coding	RAS p21 protein activator 3 [Source:RGD Symbol;Acc:69365]
ENSRNOG00000017672	1	0	1	ENSRNOG00000017672	Akr1c14	protein_coding	aldo-keto reductase family 1, member C14 [Source:RGD Symbol;Acc:708361]
ENSRNOG00000017676	1	0	1	ENSRNOG00000017676	Plvap	protein_coding	plasmalemma vesicle associated protein [Source:RGD Symbol;Acc:619971]
ENSRNOG00000017783	1	0	0	ENSRNOG00000017783	Sfrp1	protein_coding	secreted frizzled-related protein 1 [Source:RGD Symbol;Acc:621074]
ENSRNOG00000017803	1	0	0	ENSRNOG00000017803	Apbb1ip	protein_coding	amyloid beta precursor protein binding family B member 1 interacting protein [Source:RGD Symbol;Acc:1304795]
ENSRNOG00000017828	1	0	0	ENSRNOG00000017828	Egr3	protein_coding	early growth response 3 [Source:RGD Symbol;Acc:2545]
ENSRNOG00000017833	1	0	0	ENSRNOG00000017833	Actn2	protein_coding	actinin alpha 2 [Source:RGD Symbol;Acc:1308097]
ENSRNOG00000017863	1	0	0	ENSRNOG00000017863	Zeb1	protein_coding	zinc finger E-box binding homeobox 1 [Source:RGD Symbol;Acc:3831]
ENSRNOG00000017919	1	0	0	ENSRNOG00000017919	Nup133	protein_coding	nucleoporin 133 [Source:RGD Symbol;Acc:1307827]
ENSRNOG00000017933	1	0	1	ENSRNOG00000017933	Ccdc3	protein_coding	coiled-coil domain containing 3 [Source:RGD Symbol;Acc:1559473]
ENSRNOG00000017962	1	0	0	ENSRNOG00000017962	Serpinb6a	protein_coding	serpin family B member 6A [Source:RGD Symbol;Acc:735108]
ENSRNOG00000017981	1	0	1	ENSRNOG00000017981	Mcm10	protein_coding	minichromosome maintenance 10 replication initiation factor [Source:RGD Symbol;Acc:1311330]
ENSRNOG00000018039	1	0	0	ENSRNOG00000018039	Sncb	protein_coding	synuclein, beta [Source:RGD Symbol;Acc:70992]
ENSRNOG00000018070	1	0	0	ENSRNOG00000018070	Rnf182	protein_coding	ring finger protein 182 [Source:RGD Symbol;Acc:1560399]
ENSRNOG00000018087	1	0	0	ENSRNOG00000018087	Vim	protein_coding	vimentin [Source:RGD Symbol;Acc:621646]
ENSRNOG00000018092	1	0	0	ENSRNOG00000018092	Cd83	protein_coding	CD83 molecule [Source:RGD Symbol;Acc:1309677]
ENSRNOG00000018113	1	0	1	ENSRNOG00000018113		protein_coding	
ENSRNOG00000018233	1	0	0	ENSRNOG00000018233	Gas6	protein_coding	growth arrest specific 6 [Source:RGD Symbol;Acc:61913]
ENSRNOG00000018241	1	0	0	ENSRNOG00000018241	Ank1	protein_coding	ankyrin 1 [Source:RGD Symbol;Acc:1309620]
ENSRNOG00000018400	1	0	0	ENSRNOG00000018400	Golm1	protein_coding	golgi membrane protein 1 [Source:RGD Symbol;Acc:1589384]
ENSRNOG00000018452	1	0	0	ENSRNOG00000018452	Unc13a	protein_coding	unc-13 homolog A [Source:RGD Symbol;Acc:619722]
ENSRNOG00000018500	1	0	1	ENSRNOG00000018500	Frmd4a	protein_coding	FERM domain containing 4A [Source:RGD Symbol;Acc:1309050]
ENSRNOG00000018516	1	0	1	ENSRNOG00000018516	Impa2	protein_coding	inositol monophosphatase 2 [Source:RGD Symbol;Acc:628692]
ENSRNOG00000018520	1	0	0	ENSRNOG00000018520	Nsun6	protein_coding	NOP2/Sun RNA methyltransferase 6 [Source:RGD Symbol;Acc:1309535]
ENSRNOG00000018680	1	0	0	ENSRNOG00000018680	Rpl17	protein_coding	ribosomal protein L17 [Source:RGD Symbol;Acc:1303019]
ENSRNOG00000018706	1	0	0	ENSRNOG00000018706	Il15ra	protein_coding	interleukin 15 receptor subunit alpha [Source:RGD Symbol;Acc:1305149]
ENSRNOG00000018764	1	0	0	ENSRNOG00000018764	B3gnt3	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:RGD Symbol;Acc:1305151]
ENSRNOG00000018784	1	0	1	ENSRNOG00000018784	Jph3	protein_coding	junctophilin 3 [Source:RGD Symbol;Acc:1308416]
ENSRNOG00000018795	1	0	1	ENSRNOG00000018795	Rpl18a	protein_coding	ribosomal protein L18A [Source:RGD Symbol;Acc:1302976]
ENSRNOG00000018804	1	0	0	ENSRNOG00000018804	Ripor2	protein_coding	RHO family interacting cell polarization regulator 2 [Source:RGD Symbol;Acc:1306939]
ENSRNOG00000018822	1	0	1	ENSRNOG00000018822	Slc5a5	protein_coding	solute carrier family 5 member 5 [Source:RGD Symbol;Acc:69267]
ENSRNOG00000018824	1	0	1	ENSRNOG00000018824	Slc7a5	protein_coding	solute carrier family 7 member 5 [Source:RGD Symbol;Acc:620639]
ENSRNOG00000018938	1	0	1	ENSRNOG00000018938	Mkx	protein_coding	mohawk homeobox [Source:RGD Symbol;Acc:1305652]
ENSRNOG00000018952	1	0	1	ENSRNOG00000018952	Sema3g	protein_coding	semaphorin 3G [Source:RGD Symbol;Acc:1306079]
ENSRNOG00000018999	1	0	0	ENSRNOG00000018999	Cdc14b	protein_coding	cell division cycle 14B [Source:RGD Symbol;Acc:1311163]
ENSRNOG00000019009	1	0	0	ENSRNOG00000019009	Arrdc2	protein_coding	arrestin domain containing 2 [Source:RGD Symbol;Acc:1309659]
ENSRNOG00000019041	1	1	0	ENSRNOG00000019041	Psme1	protein_coding	proteasome activator subunit 1 [Source:RGD Symbol;Acc:3429]
ENSRNOG00000019177	1	0	0	ENSRNOG00000019177	Psd2	protein_coding	pleckstrin and Sec7 domain containing 2 [Source:RGD Symbol;Acc:1311075]
ENSRNOG00000019228	1	0	0	ENSRNOG00000019228	Pik3r2	protein_coding	phosphoinositide-3-kinase regulatory subunit 2 [Source:RGD Symbol;Acc:68341]
ENSRNOG00000019354	1	0	0	ENSRNOG00000019354	Ptch1	protein_coding	patched 1 [Source:RGD Symbol;Acc:621425]
ENSRNOG00000019387	1	0	0	ENSRNOG00000019387	Ifi30	protein_coding	IFI30, lysosomal thiol reductase [Source:RGD Symbol;Acc:1310758]
ENSRNOG00000019403	1	0	0	ENSRNOG00000019403	Afap1l1	protein_coding	actin filament associated protein 1-like 1 [Source:RGD Symbol;Acc:1311580]
ENSRNOG00000019490	1	0	0	ENSRNOG00000019490	Slc20a2	protein_coding	solute carrier family 20 member 2 [Source:RGD Symbol;Acc:3699]
ENSRNOG00000019504	1	0	0	ENSRNOG00000019504	Adprhl1	protein_coding	ADP-ribosylhydrolase like 1 [Source:RGD Symbol;Acc:1305641]
ENSRNOG00000019518	1	0	0	ENSRNOG00000019518	Pde4c	protein_coding	phosphodiesterase 4C [Source:RGD Symbol;Acc:727918]
ENSRNOG00000019572	1	0	0	ENSRNOG00000019572	Lsm4	protein_coding	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:RGD Symbol;Acc:1306808]
ENSRNOG00000019577	1	1	0	ENSRNOG00000019577	Adamts19	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif, 19 [Source:RGD Symbol;Acc:1308359]
ENSRNOG00000019698	1	0	0	ENSRNOG00000019698	Ssbp4	protein_coding	single stranded DNA binding protein 4 [Source:RGD Symbol;Acc:1359619]
ENSRNOG00000019741	1	0	0	ENSRNOG00000019741	Isyna1	protein_coding	inositol-3-phosphate synthase 1 [Source:RGD Symbol;Acc:1359423]
ENSRNOG00000019779	1	0	0	ENSRNOG00000019779	Disc1	protein_coding	DISC1 scaffold protein [Source:RGD Symbol;Acc:631359]
ENSRNOG00000019826	1	0	0	ENSRNOG00000019826	Sil1	protein_coding	SIL1 nucleotide exchange factor [Source:RGD Symbol;Acc:735103]
ENSRNOG00000019922	1	0	0	ENSRNOG00000019922	Ntpcr	protein_coding	nucleoside-triphosphatase, cancer-related [Source:RGD Symbol;Acc:1306192]
ENSRNOG00000019955	1	0	1	ENSRNOG00000019955	Ogdhl	protein_coding	oxoglutarate dehydrogenase L [Source:RGD Symbol;Acc:1310916]
ENSRNOG00000020030	1	0	1	ENSRNOG00000020030	Crlf1	protein_coding	cytokine receptor-like factor 1 [Source:RGD Symbol;Acc:1311371]
ENSRNOG00000020151	1	0	1	ENSRNOG00000020151	Cdh1	protein_coding	cadherin 1 [Source:RGD Symbol;Acc:69279]
ENSRNOG00000020492	1	0	0	ENSRNOG00000020492	Rps27a-ps28	protein_coding	ribosomal protein S27a, pseudogene 28 [Source:RGD Symbol;Acc:1598012]
ENSRNOG00000020622	1	1	0	ENSRNOG00000020622	Cilp2	protein_coding	cartilage intermediate layer protein 2 [Source:RGD Symbol;Acc:1311157]
ENSRNOG00000021555	1	0	1	ENSRNOG00000021555	Mis18a	protein_coding	MIS18 kinetochore protein A [Source:RGD Symbol;Acc:1310778]
ENSRNOG00000021569	1	0	0	ENSRNOG00000021569	Tiam1	protein_coding	TIAM Rac1 associated GEF 1 [Source:RGD Symbol;Acc:1307455]
ENSRNOG00000021847	1	0	0	ENSRNOG00000021847	Ska3	protein_coding	spindle and kinetochore associated complex subunit 3 [Source:RGD Symbol;Acc:1307201]
ENSRNOG00000021966	1	1	1	ENSRNOG00000021966	Il17rd	protein_coding	interleukin 17 receptor D [Source:RGD Symbol;Acc:1565237]
ENSRNOG00000022432	1	0	0	ENSRNOG00000022432	Tmem59l	protein_coding	transmembrane protein 59-like [Source:RGD Symbol;Acc:1305557]
ENSRNOG00000022523	1	0	0	ENSRNOG00000022523	Fkbp5	protein_coding	FKBP prolyl isomerase 5 [Source:RGD Symbol;Acc:1309155]
ENSRNOG00000022524	1	0	0	ENSRNOG00000022524	Tango6	protein_coding	transport and golgi organization 6 homolog [Source:RGD Symbol;Acc:1559841]
ENSRNOG00000022686	1	0	0	ENSRNOG00000022686	Zdhhc2	protein_coding	zinc finger DHHC-type palmitoyltransferase 2 [Source:RGD Symbol;Acc:628681]
ENSRNOG00000023013	1	0	0	ENSRNOG00000023013	Marchf3	protein_coding	membrane associated ring-CH-type finger 3 [Source:RGD Symbol;Acc:1359308]
ENSRNOG00000023107	1	0	1	ENSRNOG00000023107	Yeats2	protein_coding	YEATS domain containing 2 [Source:RGD Symbol;Acc:1566176]
ENSRNOG00000023197	1	0	0	ENSRNOG00000023197	Zfp608	protein_coding	zinc finger protein 608 [Source:RGD Symbol;Acc:1306824]
ENSRNOG00000023271	1	0	0	ENSRNOG00000023271	Parl	protein_coding	presenilin associated, rhomboid-like [Source:RGD Symbol;Acc:1306191]
ENSRNOG00000023278	1	0	0	ENSRNOG00000023278	Sec61a2	protein_coding	SEC61 translocon subunit alpha 2 [Source:RGD Symbol;Acc:1305948]
ENSRNOG00000023303	1	0	0	ENSRNOG00000023303	Dpep2	protein_coding	dipeptidase 2 [Source:RGD Symbol;Acc:1305746]
ENSRNOG00000023400	1	0	0	ENSRNOG00000023400	Dtx3l	protein_coding	deltex E3 ubiquitin ligase 3L [Source:RGD Symbol;Acc:1565144]
ENSRNOG00000023433	1	0	0	ENSRNOG00000023433	Gata6	protein_coding	GATA binding protein 6 [Source:RGD Symbol;Acc:2666]
ENSRNOG00000023473	1	0	0	ENSRNOG00000023473	Rnf122	protein_coding	ring finger protein 122 [Source:RGD Symbol;Acc:1561238]
ENSRNOG00000023492	1	1	0	ENSRNOG00000023492	Greb1l	protein_coding	GREB1 like retinoic acid receptor coactivator [Source:RGD Symbol;Acc:1562371]
ENSRNOG00000023538	1	0	0	ENSRNOG00000023538	Aldh5a1	protein_coding	aldehyde dehydrogenase 5 family, member A1 [Source:RGD Symbol;Acc:621422]
ENSRNOG00000023587	1	0	0	ENSRNOG00000023587	Dhtkd1	protein_coding	dehydrogenase E1 and transketolase domain containing 1 [Source:RGD Symbol;Acc:1308092]
ENSRNOG00000023643	1	1	1	ENSRNOG00000023643	Mmp17	protein_coding	matrix metallopeptidase 17 [Source:RGD Symbol;Acc:1311541]
ENSRNOG00000023830	1	0	1	ENSRNOG00000023830	Dnase2	protein_coding	deoxyribonuclease 2, lysosomal [Source:RGD Symbol;Acc:621457]
ENSRNOG00000023972	1	0	0	ENSRNOG00000023972	Col4a2	protein_coding	collagen type IV alpha 2 chain [Source:RGD Symbol;Acc:1308085]
ENSRNOG00000024040	1	0	0	ENSRNOG00000024040	Mb21d2	protein_coding	Mab-21 domain containing 2 [Source:RGD Symbol;Acc:1559643]
ENSRNOG00000024178	1	0	1	ENSRNOG00000024178	Cenpt	protein_coding	centromere protein T [Source:RGD Symbol;Acc:1309383]
ENSRNOG00000024364	1	0	0	ENSRNOG00000024364	Enkd1	protein_coding	enkurin domain containing 1 [Source:RGD Symbol;Acc:1307357]
ENSRNOG00000024411	1	0	0	ENSRNOG00000024411	Cbr4	protein_coding	carbonyl reductase 4 [Source:RGD Symbol;Acc:727826]
ENSRNOG00000024428	1	0	1	ENSRNOG00000024428	Kif20a	protein_coding	kinesin family member 20A [Source:RGD Symbol;Acc:1307695]
ENSRNOG00000024650	1	0	1	ENSRNOG00000024650	Ckap2	protein_coding	cytoskeleton associated protein 2 [Source:RGD Symbol;Acc:1311631]
ENSRNOG00000024703	1	0	0	ENSRNOG00000024703	Dock5	protein_coding	dedicator of cytokinesis 5 [Source:RGD Symbol;Acc:1306872]
ENSRNOG00000024874	1	0	0	ENSRNOG00000024874	Prtfdc1	protein_coding	phosphoribosyl transferase domain containing 1 [Source:RGD Symbol;Acc:1310177]
ENSRNOG00000025212	1	0	1	ENSRNOG00000025212	RGD1565131	protein_coding	similar to ribosomal protein L15 [Source:RGD Symbol;Acc:1565131]
ENSRNOG00000025235	1	0	0	ENSRNOG00000025235	Tmem130	protein_coding	transmembrane protein 130 [Source:RGD Symbol;Acc:1563248]
ENSRNOG00000025590	1	0	1	ENSRNOG00000025590	Arl14epl	protein_coding	ADP ribosylation factor like GTPase 14 effector protein like [Source:RGD Symbol;Acc:1595054]
ENSRNOG00000025764	1	0	0	ENSRNOG00000025764	AC128848.1	protein_coding	metallothionein 1 [Source:RGD Symbol;Acc:3117]
ENSRNOG00000026023	1	0	0	ENSRNOG00000026023	Taf4b	protein_coding	TATA-box binding protein associated factor 4b [Source:RGD Symbol;Acc:1562997]
